track_id,culture,audio_path,factor_energy,factor_brightness,factor_texture,factor_dynamics,factor_percussiveness,rms,zcr,centroid_hz,flatness,flux
neerajaabhyankar_hindustani-raag-small_00000016,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000016.mp3,mid,mid,mixed,stable,mixed,0.09021894633769989,0.11981333047151566,1453.02880859375,0.18448381125926971,0.05638488009572029
neerajaabhyankar_hindustani-raag-small_00000017,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000017.mp3,mid,mid,mixed,dynamic,percussive,0.09175346791744232,0.1517927199602127,1649.252197265625,0.2386428415775299,0.07802347838878632
neerajaabhyankar_hindustani-raag-small_00000018,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000018.mp3,high,mid,noisy,mixed,mixed,0.40031224489212036,0.11247994750738144,1648.995361328125,0.332968533039093,0.061135824769735336
neerajaabhyankar_hindustani-raag-small_00000019,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000019.mp3,high,mid,noisy,dynamic,mixed,0.6239616870880127,0.12700088322162628,1702.42919921875,0.3325823247432709,0.07859820872545242
neerajaabhyankar_hindustani-raag-small_00000020,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000020.mp3,high,bright,noisy,stable,mixed,0.45285865664482117,0.12578558921813965,1746.304443359375,0.34034013748168945,0.05426871404051781
neerajaabhyankar_hindustani-raag-small_00000021,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000021.mp3,low,dark,tonal,mixed,smooth,0.0631624236702919,0.04361902177333832,552.3684692382812,0.055727194994688034,0.06280086189508438
neerajaabhyankar_hindustani-raag-small_00000022,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000022.mp3,low,dark,tonal,dynamic,smooth,0.04027586430311203,0.05350033566355705,581.5221557617188,0.04810035228729248,0.08031408488750458
neerajaabhyankar_hindustani-raag-small_00000023,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000023.mp3,low,dark,tonal,mixed,smooth,0.06159321591258049,0.07043793797492981,780.029541015625,0.07793968170881271,0.06356658041477203
neerajaabhyankar_hindustani-raag-small_00000024,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000024.mp3,high,mid,noisy,stable,mixed,0.34440121054649353,0.10806942731142044,1580.074462890625,0.294641375541687,0.04721057415008545
neerajaabhyankar_hindustani-raag-small_00000025,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000025.mp3,high,mid,noisy,stable,mixed,0.5218220353126526,0.11672572791576385,1590.656005859375,0.31641215085983276,0.0465162955224514
neerajaabhyankar_hindustani-raag-small_00000026,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000026.mp3,high,bright,noisy,stable,percussive,0.6307660341262817,0.1671822965145111,2149.49658203125,0.3852062225341797,0.05707351118326187
neerajaabhyankar_hindustani-raag-small_00000027,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000027.mp3,mid,dark,mixed,dynamic,smooth,0.09473546594381332,0.06342539936304092,1122.8055419921875,0.1898338496685028,0.076484315097332
neerajaabhyankar_hindustani-raag-small_00000028,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000028.mp3,mid,mid,mixed,mixed,mixed,0.11462974548339844,0.08588803559541702,1391.97265625,0.23841844499111176,0.06759962439537048
neerajaabhyankar_hindustani-raag-small_00000029,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000029.mp3,high,mid,mixed,dynamic,smooth,0.16777268052101135,0.05634410306811333,1215.739013671875,0.21944022178649902,0.07728300243616104
neerajaabhyankar_hindustani-raag-small_00000030,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000030.mp3,low,mid,mixed,mixed,mixed,0.06848124414682388,0.10234534740447998,1338.7796630859375,0.24415601789951324,0.0662483498454094
neerajaabhyankar_hindustani-raag-small_00000031,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000031.mp3,mid,mid,mixed,stable,mixed,0.09041984379291534,0.13290832936763763,1599.4324951171875,0.2575990855693817,0.053627967834472656
neerajaabhyankar_hindustani-raag-small_00000032,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000032.mp3,low,mid,mixed,stable,mixed,0.06477980315685272,0.11967374384403229,1535.1217041015625,0.2826582193374634,0.05676493048667908
neerajaabhyankar_hindustani-raag-small_00000033,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000033.mp3,mid,dark,tonal,mixed,smooth,0.09985923767089844,0.07006918638944626,823.1463623046875,0.08202646672725677,0.06217121705412865
neerajaabhyankar_hindustani-raag-small_00000034,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000034.mp3,high,dark,tonal,mixed,mixed,0.20115289092063904,0.0852067843079567,1041.9234619140625,0.09817627817392349,0.06782965362071991
neerajaabhyankar_hindustani-raag-small_00000035,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000035.mp3,high,dark,tonal,mixed,mixed,0.19545620679855347,0.08615678548812866,1060.721435546875,0.1169334277510643,0.07099661231040955
neerajaabhyankar_hindustani-raag-small_00000036,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000036.mp3,high,dark,tonal,mixed,smooth,0.17467822134494781,0.07905049622058868,990.1893310546875,0.14396002888679504,0.058986131101846695
neerajaabhyankar_hindustani-raag-small_00000037,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000037.mp3,high,dark,tonal,mixed,smooth,0.18338173627853394,0.08375677466392517,997.4139404296875,0.14399854838848114,0.06924530118703842
neerajaabhyankar_hindustani-raag-small_00000038,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000038.mp3,high,dark,mixed,dynamic,smooth,0.19291546940803528,0.07387546449899673,1085.2861328125,0.18996940553188324,0.07550622522830963
neerajaabhyankar_hindustani-raag-small_00000039,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000039.mp3,high,dark,tonal,stable,mixed,0.21263691782951355,0.09238182753324509,1150.3343505859375,0.1431976854801178,0.04467291012406349
neerajaabhyankar_hindustani-raag-small_00000040,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000040.mp3,high,dark,tonal,stable,mixed,0.15454654395580292,0.08990681171417236,1110.9576416015625,0.1647464483976364,0.04748264327645302
neerajaabhyankar_hindustani-raag-small_00000041,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000041.mp3,high,mid,mixed,stable,mixed,0.2667525112628937,0.11808198690414429,1476.74560546875,0.2658361494541168,0.05323737487196922
neerajaabhyankar_hindustani-raag-small_00000042,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000042.mp3,low,dark,tonal,stable,smooth,0.0773293524980545,0.050979696214199066,955.662841796875,0.16534848511219025,0.040709659457206726
neerajaabhyankar_hindustani-raag-small_00000043,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000043.mp3,mid,dark,mixed,mixed,smooth,0.11697777360677719,0.07304242998361588,1112.79443359375,0.20695117115974426,0.05956200137734413
neerajaabhyankar_hindustani-raag-small_00000044,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000044.mp3,mid,dark,mixed,stable,smooth,0.1036071628332138,0.0579901859164238,1081.1824951171875,0.221734419465065,0.048876985907554626
neerajaabhyankar_hindustani-raag-small_00000045,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000045.mp3,mid,dark,tonal,stable,smooth,0.08514367043972015,0.05717535689473152,914.8611450195312,0.1319221556186676,0.03968005254864693
neerajaabhyankar_hindustani-raag-small_00000046,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000046.mp3,mid,dark,tonal,stable,smooth,0.11420284956693649,0.06980668753385544,1024.029541015625,0.14813585579395294,0.05228136107325554
neerajaabhyankar_hindustani-raag-small_00000047,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000047.mp3,high,dark,tonal,mixed,smooth,0.16165600717067719,0.07408171147108078,985.7249755859375,0.14915338158607483,0.0699409693479538
neerajaabhyankar_hindustani-raag-small_00000048,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000048.mp3,mid,mid,noisy,stable,mixed,0.11262108385562897,0.12382253259420395,1593.13232421875,0.31271934509277344,0.054946061223745346
neerajaabhyankar_hindustani-raag-small_00000049,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000049.mp3,low,mid,noisy,stable,mixed,0.0749489963054657,0.11451888084411621,1553.065673828125,0.330228328704834,0.05768385902047157
neerajaabhyankar_hindustani-raag-small_00000050,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000050.mp3,mid,bright,noisy,mixed,percussive,0.09209801256656647,0.14236734807491302,1808.2528076171875,0.3846180737018585,0.057998526841402054
neerajaabhyankar_hindustani-raag-small_00000051,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000051.mp3,high,mid,mixed,mixed,smooth,0.14812035858631134,0.08496928215026855,1255.1280517578125,0.2233274132013321,0.06126006320118904
neerajaabhyankar_hindustani-raag-small_00000052,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000052.mp3,high,mid,mixed,stable,mixed,0.14591054618358612,0.09511309117078781,1340.7440185546875,0.2431829273700714,0.05615251511335373
neerajaabhyankar_hindustani-raag-small_00000053,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000053.mp3,high,mid,mixed,mixed,mixed,0.16261883080005646,0.08563803881406784,1278.022216796875,0.24032822251319885,0.0629243552684784
neerajaabhyankar_hindustani-raag-small_00000054,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000054.mp3,low,mid,mixed,stable,mixed,0.07380349189043045,0.10263265669345856,1442.27685546875,0.2550521492958069,0.03866518661379814
neerajaabhyankar_hindustani-raag-small_00000055,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000055.mp3,mid,mid,mixed,stable,mixed,0.0784277692437172,0.1254592090845108,1513.5609130859375,0.26829496026039124,0.05300845205783844
neerajaabhyankar_hindustani-raag-small_00000056,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000056.mp3,low,mid,mixed,stable,smooth,0.06578604131937027,0.08216723799705505,1283.35400390625,0.2604805529117584,0.05291255563497543
neerajaabhyankar_hindustani-raag-small_00000057,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000057.mp3,low,mid,noisy,stable,mixed,0.07045816630125046,0.11617572605609894,1484.7947998046875,0.2959755063056946,0.054496947675943375
neerajaabhyankar_hindustani-raag-small_00000058,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000058.mp3,mid,mid,noisy,mixed,mixed,0.08084534853696823,0.11711948364973068,1528.2803955078125,0.31508034467697144,0.060866598039865494
neerajaabhyankar_hindustani-raag-small_00000059,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000059.mp3,mid,bright,noisy,stable,percussive,0.08055517077445984,0.13632585108280182,1732.0372314453125,0.3676004111766815,0.05599213391542435
neerajaabhyankar_hindustani-raag-small_00000060,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000060.mp3,mid,bright,mixed,stable,mixed,0.11727385967969894,0.12650078535079956,1732.935791015625,0.2809275686740875,0.04042526334524155
neerajaabhyankar_hindustani-raag-small_00000061,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000061.mp3,mid,bright,noisy,stable,percussive,0.08585275709629059,0.1426696479320526,1888.091796875,0.3922681510448456,0.045620933175086975
neerajaabhyankar_hindustani-raag-small_00000062,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000062.mp3,mid,bright,noisy,stable,mixed,0.10182102769613266,0.13163207471370697,1884.0032958984375,0.40316563844680786,0.05165542662143707
neerajaabhyankar_hindustani-raag-small_00000063,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000063.mp3,low,mid,mixed,mixed,mixed,0.06892692297697067,0.11134444922208786,1419.2396240234375,0.2290162742137909,0.05925723537802696
neerajaabhyankar_hindustani-raag-small_00000064,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000064.mp3,low,mid,mixed,mixed,smooth,0.06667312234640121,0.08263176679611206,1265.0419921875,0.23893161118030548,0.06290598213672638
neerajaabhyankar_hindustani-raag-small_00000065,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000065.mp3,mid,mid,noisy,mixed,percussive,0.10467930138111115,0.13504458963871002,1702.4427490234375,0.32082101702690125,0.05890273675322533
neerajaabhyankar_hindustani-raag-small_00000066,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000066.mp3,high,mid,mixed,mixed,mixed,0.16384932398796082,0.10459484159946442,1499.2904052734375,0.2801688313484192,0.06526102125644684
neerajaabhyankar_hindustani-raag-small_00000067,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000067.mp3,high,mid,mixed,mixed,smooth,0.17111602425575256,0.08411546051502228,1372.70263671875,0.2562037408351898,0.0695808082818985
neerajaabhyankar_hindustani-raag-small_00000068,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000068.mp3,high,mid,mixed,dynamic,mixed,0.17134757339954376,0.10643860697746277,1496.71923828125,0.27523332834243774,0.07196114957332611
neerajaabhyankar_hindustani-raag-small_00000069,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000069.mp3,low,dark,mixed,dynamic,smooth,0.07638105750083923,0.061544135212898254,1020.5657958984375,0.19860202074050903,0.07195133715867996
neerajaabhyankar_hindustani-raag-small_00000070,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000070.mp3,mid,dark,mixed,mixed,smooth,0.09155154228210449,0.07231920212507248,1078.2618408203125,0.20967817306518555,0.06689337641000748
neerajaabhyankar_hindustani-raag-small_00000071,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000071.mp3,mid,mid,noisy,dynamic,smooth,0.11168314516544342,0.07038793712854385,1228.4071044921875,0.28364667296409607,0.0754479393362999
neerajaabhyankar_hindustani-raag-small_00000072,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000072.mp3,mid,bright,noisy,stable,percussive,0.08719074726104736,0.1377633661031723,2045.3203125,0.33201244473457336,0.04416210949420929
neerajaabhyankar_hindustani-raag-small_00000073,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000073.mp3,low,bright,noisy,mixed,percussive,0.07037066668272018,0.14310088753700256,2056.939697265625,0.3774692416191101,0.058348119258880615
neerajaabhyankar_hindustani-raag-small_00000074,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000074.mp3,low,bright,noisy,stable,percussive,0.04302364960312843,0.16718854010105133,2146.723876953125,0.36785414814949036,0.051679980009794235
neerajaabhyankar_hindustani-raag-small_00000075,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000075.mp3,high,dark,tonal,mixed,mixed,0.344087153673172,0.10083813220262527,1085.9434814453125,0.14407002925872803,0.06917304545640945
neerajaabhyankar_hindustani-raag-small_00000076,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000076.mp3,high,dark,tonal,dynamic,mixed,0.3093491196632385,0.095431849360466,1031.9910888671875,0.13736550509929657,0.07401616126298904
neerajaabhyankar_hindustani-raag-small_00000077,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000077.mp3,high,dark,tonal,dynamic,mixed,0.31181761622428894,0.10624441504478455,1135.392578125,0.16170145571231842,0.07416227459907532
neerajaabhyankar_hindustani-raag-small_00000078,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000078.mp3,mid,mid,mixed,stable,mixed,0.12307582795619965,0.08551928400993347,1263.95263671875,0.20380355417728424,0.05149541050195694
neerajaabhyankar_hindustani-raag-small_00000079,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000079.mp3,high,mid,mixed,stable,mixed,0.15288148820400238,0.11553822457790375,1401.8050537109375,0.22075115144252777,0.053394462913274765
neerajaabhyankar_hindustani-raag-small_00000080,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000080.mp3,high,mid,mixed,mixed,mixed,0.17307378351688385,0.10251939296722412,1396.272216796875,0.2382960468530655,0.05840986222028732
neerajaabhyankar_hindustani-raag-small_00000081,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000081.mp3,high,bright,mixed,stable,percussive,0.15330423414707184,0.2124575823545456,1982.0770263671875,0.24832367897033691,0.045937757939100266
neerajaabhyankar_hindustani-raag-small_00000082,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000082.mp3,mid,bright,mixed,stable,percussive,0.1432003378868103,0.1976262331008911,1907.9071044921875,0.28135377168655396,0.051723379641771317
neerajaabhyankar_hindustani-raag-small_00000083,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000083.mp3,mid,bright,noisy,stable,percussive,0.1404711753129959,0.15770098567008972,1822.77001953125,0.338542640209198,0.057080209255218506
neerajaabhyankar_hindustani-raag-small_00000084,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000084.mp3,low,dark,mixed,stable,smooth,0.06085507571697235,0.05469409003853798,936.527587890625,0.172231987118721,0.05296781286597252
neerajaabhyankar_hindustani-raag-small_00000085,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000085.mp3,mid,dark,mixed,mixed,smooth,0.08264919370412827,0.06865043193101883,1151.7530517578125,0.2332874834537506,0.0658857524394989
neerajaabhyankar_hindustani-raag-small_00000086,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000086.mp3,mid,dark,mixed,dynamic,smooth,0.09414048492908478,0.06163788586854935,1185.983642578125,0.2450786679983139,0.07168928533792496
neerajaabhyankar_hindustani-raag-small_00000087,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000087.mp3,high,dark,tonal,dynamic,smooth,0.15700988471508026,0.03784855082631111,436.5760498046875,0.045402783900499344,0.09717456251382828
neerajaabhyankar_hindustani-raag-small_00000088,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000088.mp3,high,dark,tonal,dynamic,smooth,0.15128985047340393,0.041589658707380295,473.7178039550781,0.05304783210158348,0.09387388080358505
neerajaabhyankar_hindustani-raag-small_00000089,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000089.mp3,high,dark,tonal,dynamic,smooth,0.16781404614448547,0.028080608695745468,336.70037841796875,0.019390307366847992,0.08383670449256897
neerajaabhyankar_hindustani-raag-small_00000090,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000090.mp3,mid,dark,tonal,dynamic,mixed,0.09808775782585144,0.10585132241249084,1157.6455078125,0.08316650986671448,0.07371604442596436
neerajaabhyankar_hindustani-raag-small_00000091,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000091.mp3,mid,mid,tonal,dynamic,mixed,0.09581649303436279,0.11450143158435822,1264.7283935546875,0.08898159861564636,0.075158029794693
neerajaabhyankar_hindustani-raag-small_00000092,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000092.mp3,mid,mid,tonal,mixed,mixed,0.07889309525489807,0.11712646484375,1205.2403564453125,0.08961725234985352,0.06762084364891052
neerajaabhyankar_hindustani-raag-small_00000093,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000093.mp3,mid,dark,tonal,mixed,mixed,0.09334713965654373,0.10710133612155914,1165.5628662109375,0.08275795727968216,0.07007788121700287
neerajaabhyankar_hindustani-raag-small_00000094,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000094.mp3,mid,mid,tonal,dynamic,mixed,0.07949647307395935,0.11798897385597229,1254.0887451171875,0.09395692497491837,0.07278253138065338
neerajaabhyankar_hindustani-raag-small_00000095,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000095.mp3,mid,mid,tonal,mixed,mixed,0.10675311833620071,0.12708908319473267,1305.851806640625,0.08116523921489716,0.06783520430326462
neerajaabhyankar_hindustani-raag-small_00000096,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000096.mp3,low,bright,noisy,stable,percussive,0.04684927687048912,0.15918949246406555,1922.1724853515625,0.41244179010391235,0.04815702140331268
neerajaabhyankar_hindustani-raag-small_00000097,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000097.mp3,high,mid,noisy,stable,mixed,0.1459846794605255,0.10358879715204239,1511.5404052734375,0.3090473711490631,0.04953601956367493
neerajaabhyankar_hindustani-raag-small_00000098,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000098.mp3,mid,bright,noisy,stable,mixed,0.0851021260023117,0.12910161912441254,1725.8577880859375,0.38159891963005066,0.0570761002600193
neerajaabhyankar_hindustani-raag-small_00000099,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000099.mp3,low,bright,noisy,stable,percussive,0.06603053212165833,0.21299508213996887,2156.55322265625,0.3161289095878601,0.033723101019859314
neerajaabhyankar_hindustani-raag-small_00000100,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000100.mp3,low,bright,noisy,stable,percussive,0.02954491414129734,0.1975887417793274,2074.806884765625,0.3446394205093384,0.035583507269620895
neerajaabhyankar_hindustani-raag-small_00000101,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000101.mp3,low,bright,noisy,stable,percussive,0.03526299074292183,0.17524483799934387,1984.0489501953125,0.34515559673309326,0.04006173834204674
neerajaabhyankar_hindustani-raag-small_00000102,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000102.mp3,low,dark,mixed,mixed,mixed,0.07448647916316986,0.087419293820858,1141.53759765625,0.21442905068397522,0.06455634534358978
neerajaabhyankar_hindustani-raag-small_00000103,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000103.mp3,mid,mid,mixed,mixed,mixed,0.08768387883901596,0.09723810851573944,1204.5611572265625,0.2169812172651291,0.060034602880477905
neerajaabhyankar_hindustani-raag-small_00000104,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000104.mp3,mid,dark,mixed,mixed,mixed,0.0821063444018364,0.09155682474374771,1154.56787109375,0.2178076207637787,0.06588950008153915
neerajaabhyankar_hindustani-raag-small_00000105,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000105.mp3,low,mid,noisy,mixed,percussive,0.023103388026356697,0.14152587950229645,1674.9703369140625,0.3167939782142639,0.05882874131202698
neerajaabhyankar_hindustani-raag-small_00000106,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000106.mp3,low,mid,mixed,mixed,percussive,0.04123422130942345,0.1483384221792221,1514.041259765625,0.2820548713207245,0.06264124065637589
neerajaabhyankar_hindustani-raag-small_00000107,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000107.mp3,low,bright,noisy,stable,percussive,0.0777435153722763,0.1457759141921997,1927.1226806640625,0.43866923451423645,0.05526608228683472
neerajaabhyankar_hindustani-raag-small_00000108,india,E:\Desktop\Echo\storage\public\routeA_phase2\hindustani\audio\neerajaabhyankar_hindustani-raag-small_00000108.mp3,low,bright,noisy,stable,mixed,0.01922827586531639,0.12996543943881989,1807.2230224609375,0.39258748292922974,0.05509881302714348
