track_id,culture,audio_path,source_dataset,source_split,source_index,label,title,artist
bilal63_turkish_music_emotion_dataset_00000167,turkey,audio/bilal63_turkish_music_emotion_dataset_00000167.mp3,bilal63/turkish_music_emotion_dataset,train,167,,,
bilal63_turkish_music_emotion_dataset_00000168,turkey,audio/bilal63_turkish_music_emotion_dataset_00000168.mp3,bilal63/turkish_music_emotion_dataset,train,168,,,
bilal63_turkish_music_emotion_dataset_00000169,turkey,audio/bilal63_turkish_music_emotion_dataset_00000169.mp3,bilal63/turkish_music_emotion_dataset,train,169,,,
bilal63_turkish_music_emotion_dataset_00000170,turkey,audio/bilal63_turkish_music_emotion_dataset_00000170.mp3,bilal63/turkish_music_emotion_dataset,train,170,,,
bilal63_turkish_music_emotion_dataset_00000171,turkey,audio/bilal63_turkish_music_emotion_dataset_00000171.mp3,bilal63/turkish_music_emotion_dataset,train,171,,,
bilal63_turkish_music_emotion_dataset_00000172,turkey,audio/bilal63_turkish_music_emotion_dataset_00000172.mp3,bilal63/turkish_music_emotion_dataset,train,172,,,
bilal63_turkish_music_emotion_dataset_00000173,turkey,audio/bilal63_turkish_music_emotion_dataset_00000173.mp3,bilal63/turkish_music_emotion_dataset,train,173,,,
bilal63_turkish_music_emotion_dataset_00000174,turkey,audio/bilal63_turkish_music_emotion_dataset_00000174.mp3,bilal63/turkish_music_emotion_dataset,train,174,,,
bilal63_turkish_music_emotion_dataset_00000175,turkey,audio/bilal63_turkish_music_emotion_dataset_00000175.mp3,bilal63/turkish_music_emotion_dataset,train,175,,,
bilal63_turkish_music_emotion_dataset_00000176,turkey,audio/bilal63_turkish_music_emotion_dataset_00000176.mp3,bilal63/turkish_music_emotion_dataset,train,176,,,
bilal63_turkish_music_emotion_dataset_00000177,turkey,audio/bilal63_turkish_music_emotion_dataset_00000177.mp3,bilal63/turkish_music_emotion_dataset,train,177,,,
bilal63_turkish_music_emotion_dataset_00000178,turkey,audio/bilal63_turkish_music_emotion_dataset_00000178.mp3,bilal63/turkish_music_emotion_dataset,train,178,,,
bilal63_turkish_music_emotion_dataset_00000179,turkey,audio/bilal63_turkish_music_emotion_dataset_00000179.mp3,bilal63/turkish_music_emotion_dataset,train,179,,,
bilal63_turkish_music_emotion_dataset_00000180,turkey,audio/bilal63_turkish_music_emotion_dataset_00000180.mp3,bilal63/turkish_music_emotion_dataset,train,180,,,
bilal63_turkish_music_emotion_dataset_00000181,turkey,audio/bilal63_turkish_music_emotion_dataset_00000181.mp3,bilal63/turkish_music_emotion_dataset,train,181,,,
bilal63_turkish_music_emotion_dataset_00000182,turkey,audio/bilal63_turkish_music_emotion_dataset_00000182.mp3,bilal63/turkish_music_emotion_dataset,train,182,,,
bilal63_turkish_music_emotion_dataset_00000183,turkey,audio/bilal63_turkish_music_emotion_dataset_00000183.mp3,bilal63/turkish_music_emotion_dataset,train,183,,,
bilal63_turkish_music_emotion_dataset_00000184,turkey,audio/bilal63_turkish_music_emotion_dataset_00000184.mp3,bilal63/turkish_music_emotion_dataset,train,184,,,
bilal63_turkish_music_emotion_dataset_00000185,turkey,audio/bilal63_turkish_music_emotion_dataset_00000185.mp3,bilal63/turkish_music_emotion_dataset,train,185,,,
bilal63_turkish_music_emotion_dataset_00000186,turkey,audio/bilal63_turkish_music_emotion_dataset_00000186.mp3,bilal63/turkish_music_emotion_dataset,train,186,,,
bilal63_turkish_music_emotion_dataset_00000187,turkey,audio/bilal63_turkish_music_emotion_dataset_00000187.mp3,bilal63/turkish_music_emotion_dataset,train,187,,,
bilal63_turkish_music_emotion_dataset_00000188,turkey,audio/bilal63_turkish_music_emotion_dataset_00000188.mp3,bilal63/turkish_music_emotion_dataset,train,188,,,
bilal63_turkish_music_emotion_dataset_00000189,turkey,audio/bilal63_turkish_music_emotion_dataset_00000189.mp3,bilal63/turkish_music_emotion_dataset,train,189,,,
bilal63_turkish_music_emotion_dataset_00000190,turkey,audio/bilal63_turkish_music_emotion_dataset_00000190.mp3,bilal63/turkish_music_emotion_dataset,train,190,,,
bilal63_turkish_music_emotion_dataset_00000191,turkey,audio/bilal63_turkish_music_emotion_dataset_00000191.mp3,bilal63/turkish_music_emotion_dataset,train,191,,,
bilal63_turkish_music_emotion_dataset_00000192,turkey,audio/bilal63_turkish_music_emotion_dataset_00000192.mp3,bilal63/turkish_music_emotion_dataset,train,192,,,
bilal63_turkish_music_emotion_dataset_00000193,turkey,audio/bilal63_turkish_music_emotion_dataset_00000193.mp3,bilal63/turkish_music_emotion_dataset,train,193,,,
bilal63_turkish_music_emotion_dataset_00000194,turkey,audio/bilal63_turkish_music_emotion_dataset_00000194.mp3,bilal63/turkish_music_emotion_dataset,train,194,,,
bilal63_turkish_music_emotion_dataset_00000195,turkey,audio/bilal63_turkish_music_emotion_dataset_00000195.mp3,bilal63/turkish_music_emotion_dataset,train,195,,,
bilal63_turkish_music_emotion_dataset_00000196,turkey,audio/bilal63_turkish_music_emotion_dataset_00000196.mp3,bilal63/turkish_music_emotion_dataset,train,196,,,
bilal63_turkish_music_emotion_dataset_00000197,turkey,audio/bilal63_turkish_music_emotion_dataset_00000197.mp3,bilal63/turkish_music_emotion_dataset,train,197,,,
bilal63_turkish_music_emotion_dataset_00000198,turkey,audio/bilal63_turkish_music_emotion_dataset_00000198.mp3,bilal63/turkish_music_emotion_dataset,train,198,,,
bilal63_turkish_music_emotion_dataset_00000199,turkey,audio/bilal63_turkish_music_emotion_dataset_00000199.mp3,bilal63/turkish_music_emotion_dataset,train,199,,,
bilal63_turkish_music_emotion_dataset_00000200,turkey,audio/bilal63_turkish_music_emotion_dataset_00000200.mp3,bilal63/turkish_music_emotion_dataset,train,200,,,
bilal63_turkish_music_emotion_dataset_00000201,turkey,audio/bilal63_turkish_music_emotion_dataset_00000201.mp3,bilal63/turkish_music_emotion_dataset,train,201,,,
bilal63_turkish_music_emotion_dataset_00000202,turkey,audio/bilal63_turkish_music_emotion_dataset_00000202.mp3,bilal63/turkish_music_emotion_dataset,train,202,,,
bilal63_turkish_music_emotion_dataset_00000203,turkey,audio/bilal63_turkish_music_emotion_dataset_00000203.mp3,bilal63/turkish_music_emotion_dataset,train,203,,,
bilal63_turkish_music_emotion_dataset_00000204,turkey,audio/bilal63_turkish_music_emotion_dataset_00000204.mp3,bilal63/turkish_music_emotion_dataset,train,204,,,
bilal63_turkish_music_emotion_dataset_00000205,turkey,audio/bilal63_turkish_music_emotion_dataset_00000205.mp3,bilal63/turkish_music_emotion_dataset,train,205,,,
bilal63_turkish_music_emotion_dataset_00000206,turkey,audio/bilal63_turkish_music_emotion_dataset_00000206.mp3,bilal63/turkish_music_emotion_dataset,train,206,,,
bilal63_turkish_music_emotion_dataset_00000207,turkey,audio/bilal63_turkish_music_emotion_dataset_00000207.mp3,bilal63/turkish_music_emotion_dataset,train,207,,,
bilal63_turkish_music_emotion_dataset_00000208,turkey,audio/bilal63_turkish_music_emotion_dataset_00000208.mp3,bilal63/turkish_music_emotion_dataset,train,208,,,
bilal63_turkish_music_emotion_dataset_00000209,turkey,audio/bilal63_turkish_music_emotion_dataset_00000209.mp3,bilal63/turkish_music_emotion_dataset,train,209,,,
bilal63_turkish_music_emotion_dataset_00000210,turkey,audio/bilal63_turkish_music_emotion_dataset_00000210.mp3,bilal63/turkish_music_emotion_dataset,train,210,,,
bilal63_turkish_music_emotion_dataset_00000211,turkey,audio/bilal63_turkish_music_emotion_dataset_00000211.mp3,bilal63/turkish_music_emotion_dataset,train,211,,,
bilal63_turkish_music_emotion_dataset_00000212,turkey,audio/bilal63_turkish_music_emotion_dataset_00000212.mp3,bilal63/turkish_music_emotion_dataset,train,212,,,
bilal63_turkish_music_emotion_dataset_00000213,turkey,audio/bilal63_turkish_music_emotion_dataset_00000213.mp3,bilal63/turkish_music_emotion_dataset,train,213,,,
bilal63_turkish_music_emotion_dataset_00000214,turkey,audio/bilal63_turkish_music_emotion_dataset_00000214.mp3,bilal63/turkish_music_emotion_dataset,train,214,,,
bilal63_turkish_music_emotion_dataset_00000215,turkey,audio/bilal63_turkish_music_emotion_dataset_00000215.mp3,bilal63/turkish_music_emotion_dataset,train,215,,,
bilal63_turkish_music_emotion_dataset_00000216,turkey,audio/bilal63_turkish_music_emotion_dataset_00000216.mp3,bilal63/turkish_music_emotion_dataset,train,216,,,
bilal63_turkish_music_emotion_dataset_00000217,turkey,audio/bilal63_turkish_music_emotion_dataset_00000217.mp3,bilal63/turkish_music_emotion_dataset,train,217,,,
bilal63_turkish_music_emotion_dataset_00000218,turkey,audio/bilal63_turkish_music_emotion_dataset_00000218.mp3,bilal63/turkish_music_emotion_dataset,train,218,,,
bilal63_turkish_music_emotion_dataset_00000219,turkey,audio/bilal63_turkish_music_emotion_dataset_00000219.mp3,bilal63/turkish_music_emotion_dataset,train,219,,,
bilal63_turkish_music_emotion_dataset_00000220,turkey,audio/bilal63_turkish_music_emotion_dataset_00000220.mp3,bilal63/turkish_music_emotion_dataset,train,220,,,
bilal63_turkish_music_emotion_dataset_00000221,turkey,audio/bilal63_turkish_music_emotion_dataset_00000221.mp3,bilal63/turkish_music_emotion_dataset,train,221,,,
bilal63_turkish_music_emotion_dataset_00000222,turkey,audio/bilal63_turkish_music_emotion_dataset_00000222.mp3,bilal63/turkish_music_emotion_dataset,train,222,,,
bilal63_turkish_music_emotion_dataset_00000223,turkey,audio/bilal63_turkish_music_emotion_dataset_00000223.mp3,bilal63/turkish_music_emotion_dataset,train,223,,,
bilal63_turkish_music_emotion_dataset_00000224,turkey,audio/bilal63_turkish_music_emotion_dataset_00000224.mp3,bilal63/turkish_music_emotion_dataset,train,224,,,
bilal63_turkish_music_emotion_dataset_00000225,turkey,audio/bilal63_turkish_music_emotion_dataset_00000225.mp3,bilal63/turkish_music_emotion_dataset,train,225,,,
bilal63_turkish_music_emotion_dataset_00000226,turkey,audio/bilal63_turkish_music_emotion_dataset_00000226.mp3,bilal63/turkish_music_emotion_dataset,train,226,,,
bilal63_turkish_music_emotion_dataset_00000227,turkey,audio/bilal63_turkish_music_emotion_dataset_00000227.mp3,bilal63/turkish_music_emotion_dataset,train,227,,,
bilal63_turkish_music_emotion_dataset_00000228,turkey,audio/bilal63_turkish_music_emotion_dataset_00000228.mp3,bilal63/turkish_music_emotion_dataset,train,228,,,
bilal63_turkish_music_emotion_dataset_00000229,turkey,audio/bilal63_turkish_music_emotion_dataset_00000229.mp3,bilal63/turkish_music_emotion_dataset,train,229,,,
bilal63_turkish_music_emotion_dataset_00000230,turkey,audio/bilal63_turkish_music_emotion_dataset_00000230.mp3,bilal63/turkish_music_emotion_dataset,train,230,,,
bilal63_turkish_music_emotion_dataset_00000231,turkey,audio/bilal63_turkish_music_emotion_dataset_00000231.mp3,bilal63/turkish_music_emotion_dataset,train,231,,,
bilal63_turkish_music_emotion_dataset_00000232,turkey,audio/bilal63_turkish_music_emotion_dataset_00000232.mp3,bilal63/turkish_music_emotion_dataset,train,232,,,
bilal63_turkish_music_emotion_dataset_00000233,turkey,audio/bilal63_turkish_music_emotion_dataset_00000233.mp3,bilal63/turkish_music_emotion_dataset,train,233,,,
bilal63_turkish_music_emotion_dataset_00000234,turkey,audio/bilal63_turkish_music_emotion_dataset_00000234.mp3,bilal63/turkish_music_emotion_dataset,train,234,,,
bilal63_turkish_music_emotion_dataset_00000235,turkey,audio/bilal63_turkish_music_emotion_dataset_00000235.mp3,bilal63/turkish_music_emotion_dataset,train,235,,,
bilal63_turkish_music_emotion_dataset_00000236,turkey,audio/bilal63_turkish_music_emotion_dataset_00000236.mp3,bilal63/turkish_music_emotion_dataset,train,236,,,
bilal63_turkish_music_emotion_dataset_00000237,turkey,audio/bilal63_turkish_music_emotion_dataset_00000237.mp3,bilal63/turkish_music_emotion_dataset,train,237,,,
bilal63_turkish_music_emotion_dataset_00000238,turkey,audio/bilal63_turkish_music_emotion_dataset_00000238.mp3,bilal63/turkish_music_emotion_dataset,train,238,,,
bilal63_turkish_music_emotion_dataset_00000239,turkey,audio/bilal63_turkish_music_emotion_dataset_00000239.mp3,bilal63/turkish_music_emotion_dataset,train,239,,,
bilal63_turkish_music_emotion_dataset_00000240,turkey,audio/bilal63_turkish_music_emotion_dataset_00000240.mp3,bilal63/turkish_music_emotion_dataset,train,240,,,
bilal63_turkish_music_emotion_dataset_00000241,turkey,audio/bilal63_turkish_music_emotion_dataset_00000241.mp3,bilal63/turkish_music_emotion_dataset,train,241,,,
bilal63_turkish_music_emotion_dataset_00000242,turkey,audio/bilal63_turkish_music_emotion_dataset_00000242.mp3,bilal63/turkish_music_emotion_dataset,train,242,,,
bilal63_turkish_music_emotion_dataset_00000243,turkey,audio/bilal63_turkish_music_emotion_dataset_00000243.mp3,bilal63/turkish_music_emotion_dataset,train,243,,,
bilal63_turkish_music_emotion_dataset_00000244,turkey,audio/bilal63_turkish_music_emotion_dataset_00000244.mp3,bilal63/turkish_music_emotion_dataset,train,244,,,
bilal63_turkish_music_emotion_dataset_00000245,turkey,audio/bilal63_turkish_music_emotion_dataset_00000245.mp3,bilal63/turkish_music_emotion_dataset,train,245,,,
bilal63_turkish_music_emotion_dataset_00000246,turkey,audio/bilal63_turkish_music_emotion_dataset_00000246.mp3,bilal63/turkish_music_emotion_dataset,train,246,,,
bilal63_turkish_music_emotion_dataset_00000247,turkey,audio/bilal63_turkish_music_emotion_dataset_00000247.mp3,bilal63/turkish_music_emotion_dataset,train,247,,,
bilal63_turkish_music_emotion_dataset_00000248,turkey,audio/bilal63_turkish_music_emotion_dataset_00000248.mp3,bilal63/turkish_music_emotion_dataset,train,248,,,
bilal63_turkish_music_emotion_dataset_00000249,turkey,audio/bilal63_turkish_music_emotion_dataset_00000249.mp3,bilal63/turkish_music_emotion_dataset,train,249,,,
