track_id,culture,audio_path,source_dataset,source_split,source_index,label
neerajaabhyankar_hindustani-raag-small_00000157,india,audio/neerajaabhyankar_hindustani-raag-small_00000157.mp3,neerajaabhyankar/hindustani-raag-small,train,157,Bhairav
neerajaabhyankar_hindustani-raag-small_00000158,india,audio/neerajaabhyankar_hindustani-raag-small_00000158.mp3,neerajaabhyankar/hindustani-raag-small,train,158,Bhairav
neerajaabhyankar_hindustani-raag-small_00000159,india,audio/neerajaabhyankar_hindustani-raag-small_00000159.mp3,neerajaabhyankar/hindustani-raag-small,train,159,Bhairav
neerajaabhyankar_hindustani-raag-small_00000160,india,audio/neerajaabhyankar_hindustani-raag-small_00000160.mp3,neerajaabhyankar/hindustani-raag-small,train,160,Bhairav
neerajaabhyankar_hindustani-raag-small_00000161,india,audio/neerajaabhyankar_hindustani-raag-small_00000161.mp3,neerajaabhyankar/hindustani-raag-small,train,161,Bhairav
neerajaabhyankar_hindustani-raag-small_00000162,india,audio/neerajaabhyankar_hindustani-raag-small_00000162.mp3,neerajaabhyankar/hindustani-raag-small,train,162,Bhairav
neerajaabhyankar_hindustani-raag-small_00000163,india,audio/neerajaabhyankar_hindustani-raag-small_00000163.mp3,neerajaabhyankar/hindustani-raag-small,train,163,Bhairav
neerajaabhyankar_hindustani-raag-small_00000164,india,audio/neerajaabhyankar_hindustani-raag-small_00000164.mp3,neerajaabhyankar/hindustani-raag-small,train,164,Bhairav
neerajaabhyankar_hindustani-raag-small_00000165,india,audio/neerajaabhyankar_hindustani-raag-small_00000165.mp3,neerajaabhyankar/hindustani-raag-small,train,165,Bhairav
neerajaabhyankar_hindustani-raag-small_00000166,india,audio/neerajaabhyankar_hindustani-raag-small_00000166.mp3,neerajaabhyankar/hindustani-raag-small,train,166,Bhairav
neerajaabhyankar_hindustani-raag-small_00000167,india,audio/neerajaabhyankar_hindustani-raag-small_00000167.mp3,neerajaabhyankar/hindustani-raag-small,train,167,Bhairav
neerajaabhyankar_hindustani-raag-small_00000168,india,audio/neerajaabhyankar_hindustani-raag-small_00000168.mp3,neerajaabhyankar/hindustani-raag-small,train,168,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000169,india,audio/neerajaabhyankar_hindustani-raag-small_00000169.mp3,neerajaabhyankar/hindustani-raag-small,train,169,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000170,india,audio/neerajaabhyankar_hindustani-raag-small_00000170.mp3,neerajaabhyankar/hindustani-raag-small,train,170,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000171,india,audio/neerajaabhyankar_hindustani-raag-small_00000171.mp3,neerajaabhyankar/hindustani-raag-small,train,171,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000172,india,audio/neerajaabhyankar_hindustani-raag-small_00000172.mp3,neerajaabhyankar/hindustani-raag-small,train,172,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000173,india,audio/neerajaabhyankar_hindustani-raag-small_00000173.mp3,neerajaabhyankar/hindustani-raag-small,train,173,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000174,india,audio/neerajaabhyankar_hindustani-raag-small_00000174.mp3,neerajaabhyankar/hindustani-raag-small,train,174,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000175,india,audio/neerajaabhyankar_hindustani-raag-small_00000175.mp3,neerajaabhyankar/hindustani-raag-small,train,175,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000176,india,audio/neerajaabhyankar_hindustani-raag-small_00000176.mp3,neerajaabhyankar/hindustani-raag-small,train,176,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000177,india,audio/neerajaabhyankar_hindustani-raag-small_00000177.mp3,neerajaabhyankar/hindustani-raag-small,train,177,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000178,india,audio/neerajaabhyankar_hindustani-raag-small_00000178.mp3,neerajaabhyankar/hindustani-raag-small,train,178,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000179,india,audio/neerajaabhyankar_hindustani-raag-small_00000179.mp3,neerajaabhyankar/hindustani-raag-small,train,179,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000180,india,audio/neerajaabhyankar_hindustani-raag-small_00000180.mp3,neerajaabhyankar/hindustani-raag-small,train,180,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000181,india,audio/neerajaabhyankar_hindustani-raag-small_00000181.mp3,neerajaabhyankar/hindustani-raag-small,train,181,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000182,india,audio/neerajaabhyankar_hindustani-raag-small_00000182.mp3,neerajaabhyankar/hindustani-raag-small,train,182,Bhairavi
neerajaabhyankar_hindustani-raag-small_00000183,india,audio/neerajaabhyankar_hindustani-raag-small_00000183.mp3,neerajaabhyankar/hindustani-raag-small,train,183,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000184,india,audio/neerajaabhyankar_hindustani-raag-small_00000184.mp3,neerajaabhyankar/hindustani-raag-small,train,184,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000185,india,audio/neerajaabhyankar_hindustani-raag-small_00000185.mp3,neerajaabhyankar/hindustani-raag-small,train,185,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000186,india,audio/neerajaabhyankar_hindustani-raag-small_00000186.mp3,neerajaabhyankar/hindustani-raag-small,train,186,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000187,india,audio/neerajaabhyankar_hindustani-raag-small_00000187.mp3,neerajaabhyankar/hindustani-raag-small,train,187,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000188,india,audio/neerajaabhyankar_hindustani-raag-small_00000188.mp3,neerajaabhyankar/hindustani-raag-small,train,188,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000189,india,audio/neerajaabhyankar_hindustani-raag-small_00000189.mp3,neerajaabhyankar/hindustani-raag-small,train,189,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000190,india,audio/neerajaabhyankar_hindustani-raag-small_00000190.mp3,neerajaabhyankar/hindustani-raag-small,train,190,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000191,india,audio/neerajaabhyankar_hindustani-raag-small_00000191.mp3,neerajaabhyankar/hindustani-raag-small,train,191,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000192,india,audio/neerajaabhyankar_hindustani-raag-small_00000192.mp3,neerajaabhyankar/hindustani-raag-small,train,192,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000193,india,audio/neerajaabhyankar_hindustani-raag-small_00000193.mp3,neerajaabhyankar/hindustani-raag-small,train,193,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000194,india,audio/neerajaabhyankar_hindustani-raag-small_00000194.mp3,neerajaabhyankar/hindustani-raag-small,train,194,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000195,india,audio/neerajaabhyankar_hindustani-raag-small_00000195.mp3,neerajaabhyankar/hindustani-raag-small,train,195,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000196,india,audio/neerajaabhyankar_hindustani-raag-small_00000196.mp3,neerajaabhyankar/hindustani-raag-small,train,196,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000197,india,audio/neerajaabhyankar_hindustani-raag-small_00000197.mp3,neerajaabhyankar/hindustani-raag-small,train,197,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000198,india,audio/neerajaabhyankar_hindustani-raag-small_00000198.mp3,neerajaabhyankar/hindustani-raag-small,train,198,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000199,india,audio/neerajaabhyankar_hindustani-raag-small_00000199.mp3,neerajaabhyankar/hindustani-raag-small,train,199,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000200,india,audio/neerajaabhyankar_hindustani-raag-small_00000200.mp3,neerajaabhyankar/hindustani-raag-small,train,200,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000201,india,audio/neerajaabhyankar_hindustani-raag-small_00000201.mp3,neerajaabhyankar/hindustani-raag-small,train,201,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000202,india,audio/neerajaabhyankar_hindustani-raag-small_00000202.mp3,neerajaabhyankar/hindustani-raag-small,train,202,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000203,india,audio/neerajaabhyankar_hindustani-raag-small_00000203.mp3,neerajaabhyankar/hindustani-raag-small,train,203,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000204,india,audio/neerajaabhyankar_hindustani-raag-small_00000204.mp3,neerajaabhyankar/hindustani-raag-small,train,204,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000205,india,audio/neerajaabhyankar_hindustani-raag-small_00000205.mp3,neerajaabhyankar/hindustani-raag-small,train,205,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000206,india,audio/neerajaabhyankar_hindustani-raag-small_00000206.mp3,neerajaabhyankar/hindustani-raag-small,train,206,Bheempalasi
neerajaabhyankar_hindustani-raag-small_00000207,india,audio/neerajaabhyankar_hindustani-raag-small_00000207.mp3,neerajaabhyankar/hindustani-raag-small,train,207,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000208,india,audio/neerajaabhyankar_hindustani-raag-small_00000208.mp3,neerajaabhyankar/hindustani-raag-small,train,208,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000209,india,audio/neerajaabhyankar_hindustani-raag-small_00000209.mp3,neerajaabhyankar/hindustani-raag-small,train,209,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000210,india,audio/neerajaabhyankar_hindustani-raag-small_00000210.mp3,neerajaabhyankar/hindustani-raag-small,train,210,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000211,india,audio/neerajaabhyankar_hindustani-raag-small_00000211.mp3,neerajaabhyankar/hindustani-raag-small,train,211,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000212,india,audio/neerajaabhyankar_hindustani-raag-small_00000212.mp3,neerajaabhyankar/hindustani-raag-small,train,212,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000213,india,audio/neerajaabhyankar_hindustani-raag-small_00000213.mp3,neerajaabhyankar/hindustani-raag-small,train,213,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000214,india,audio/neerajaabhyankar_hindustani-raag-small_00000214.mp3,neerajaabhyankar/hindustani-raag-small,train,214,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000215,india,audio/neerajaabhyankar_hindustani-raag-small_00000215.mp3,neerajaabhyankar/hindustani-raag-small,train,215,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000216,india,audio/neerajaabhyankar_hindustani-raag-small_00000216.mp3,neerajaabhyankar/hindustani-raag-small,train,216,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000217,india,audio/neerajaabhyankar_hindustani-raag-small_00000217.mp3,neerajaabhyankar/hindustani-raag-small,train,217,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000218,india,audio/neerajaabhyankar_hindustani-raag-small_00000218.mp3,neerajaabhyankar/hindustani-raag-small,train,218,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000219,india,audio/neerajaabhyankar_hindustani-raag-small_00000219.mp3,neerajaabhyankar/hindustani-raag-small,train,219,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000220,india,audio/neerajaabhyankar_hindustani-raag-small_00000220.mp3,neerajaabhyankar/hindustani-raag-small,train,220,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000221,india,audio/neerajaabhyankar_hindustani-raag-small_00000221.mp3,neerajaabhyankar/hindustani-raag-small,train,221,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000222,india,audio/neerajaabhyankar_hindustani-raag-small_00000222.mp3,neerajaabhyankar/hindustani-raag-small,train,222,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000223,india,audio/neerajaabhyankar_hindustani-raag-small_00000223.mp3,neerajaabhyankar/hindustani-raag-small,train,223,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000224,india,audio/neerajaabhyankar_hindustani-raag-small_00000224.mp3,neerajaabhyankar/hindustani-raag-small,train,224,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000225,india,audio/neerajaabhyankar_hindustani-raag-small_00000225.mp3,neerajaabhyankar/hindustani-raag-small,train,225,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000226,india,audio/neerajaabhyankar_hindustani-raag-small_00000226.mp3,neerajaabhyankar/hindustani-raag-small,train,226,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000227,india,audio/neerajaabhyankar_hindustani-raag-small_00000227.mp3,neerajaabhyankar/hindustani-raag-small,train,227,Bhoopali
neerajaabhyankar_hindustani-raag-small_00000228,india,audio/neerajaabhyankar_hindustani-raag-small_00000228.mp3,neerajaabhyankar/hindustani-raag-small,train,228,Bihag
neerajaabhyankar_hindustani-raag-small_00000229,india,audio/neerajaabhyankar_hindustani-raag-small_00000229.mp3,neerajaabhyankar/hindustani-raag-small,train,229,Bihag
neerajaabhyankar_hindustani-raag-small_00000230,india,audio/neerajaabhyankar_hindustani-raag-small_00000230.mp3,neerajaabhyankar/hindustani-raag-small,train,230,Bihag
neerajaabhyankar_hindustani-raag-small_00000231,india,audio/neerajaabhyankar_hindustani-raag-small_00000231.mp3,neerajaabhyankar/hindustani-raag-small,train,231,Bihag
neerajaabhyankar_hindustani-raag-small_00000232,india,audio/neerajaabhyankar_hindustani-raag-small_00000232.mp3,neerajaabhyankar/hindustani-raag-small,train,232,Bihag
neerajaabhyankar_hindustani-raag-small_00000233,india,audio/neerajaabhyankar_hindustani-raag-small_00000233.mp3,neerajaabhyankar/hindustani-raag-small,train,233,Bihag
neerajaabhyankar_hindustani-raag-small_00000234,india,audio/neerajaabhyankar_hindustani-raag-small_00000234.mp3,neerajaabhyankar/hindustani-raag-small,train,234,Bihag
neerajaabhyankar_hindustani-raag-small_00000235,india,audio/neerajaabhyankar_hindustani-raag-small_00000235.mp3,neerajaabhyankar/hindustani-raag-small,train,235,Bihag
neerajaabhyankar_hindustani-raag-small_00000236,india,audio/neerajaabhyankar_hindustani-raag-small_00000236.mp3,neerajaabhyankar/hindustani-raag-small,train,236,Bihag
neerajaabhyankar_hindustani-raag-small_00000237,india,audio/neerajaabhyankar_hindustani-raag-small_00000237.mp3,neerajaabhyankar/hindustani-raag-small,train,237,Bihag
neerajaabhyankar_hindustani-raag-small_00000238,india,audio/neerajaabhyankar_hindustani-raag-small_00000238.mp3,neerajaabhyankar/hindustani-raag-small,train,238,Bihag
neerajaabhyankar_hindustani-raag-small_00000239,india,audio/neerajaabhyankar_hindustani-raag-small_00000239.mp3,neerajaabhyankar/hindustani-raag-small,train,239,Bihag
neerajaabhyankar_hindustani-raag-small_00000240,india,audio/neerajaabhyankar_hindustani-raag-small_00000240.mp3,neerajaabhyankar/hindustani-raag-small,train,240,Bihag
neerajaabhyankar_hindustani-raag-small_00000241,india,audio/neerajaabhyankar_hindustani-raag-small_00000241.mp3,neerajaabhyankar/hindustani-raag-small,train,241,Bihag
neerajaabhyankar_hindustani-raag-small_00000242,india,audio/neerajaabhyankar_hindustani-raag-small_00000242.mp3,neerajaabhyankar/hindustani-raag-small,train,242,Bihag
neerajaabhyankar_hindustani-raag-small_00000243,india,audio/neerajaabhyankar_hindustani-raag-small_00000243.mp3,neerajaabhyankar/hindustani-raag-small,train,243,Bihag
neerajaabhyankar_hindustani-raag-small_00000244,india,audio/neerajaabhyankar_hindustani-raag-small_00000244.mp3,neerajaabhyankar/hindustani-raag-small,train,244,Bihag
neerajaabhyankar_hindustani-raag-small_00000245,india,audio/neerajaabhyankar_hindustani-raag-small_00000245.mp3,neerajaabhyankar/hindustani-raag-small,train,245,Bihag
neerajaabhyankar_hindustani-raag-small_00000246,india,audio/neerajaabhyankar_hindustani-raag-small_00000246.mp3,neerajaabhyankar/hindustani-raag-small,train,246,Bihag
neerajaabhyankar_hindustani-raag-small_00000247,india,audio/neerajaabhyankar_hindustani-raag-small_00000247.mp3,neerajaabhyankar/hindustani-raag-small,train,247,Bihag
neerajaabhyankar_hindustani-raag-small_00000248,india,audio/neerajaabhyankar_hindustani-raag-small_00000248.mp3,neerajaabhyankar/hindustani-raag-small,train,248,Bihag
neerajaabhyankar_hindustani-raag-small_00000249,india,audio/neerajaabhyankar_hindustani-raag-small_00000249.mp3,neerajaabhyankar/hindustani-raag-small,train,249,Bihag
