track_id,culture,audio_path,source_dataset,source_split,source_index,duration_sec,sample_rate,channels,era,region,coarse_label,is_instrumental,fine_label,label,substyle,instrument,instrument_family,language,title,artist,license,license_note,url,recording_condition,notes,schema_version,dataset_version,import_batch,dedup_group_id,dedup_keep,qc_status,qc_notes,embedding_status_culturemert,embedding_status_gemini,drop_reason
france_0045,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0045.mp3,Free Music Archive,country_filtered,45,454.207914,44100,2,mixed,france,unknown,0,[],[],,,,,"7' 34""",Textile Trio,Attribution-Noncommercial-Share Alike 3.0 United States,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Textile_Orchestra/AAA/7_34,,"Paris
Brooklyn",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0045,1,pending,,pending,pending,
france_0046,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0046.mp3,Free Music Archive,country_filtered,46,1528.057833,48000,2,mixed,france,unknown,0,[],[],,,,,Dil - Live at Cafe OTO,Will Guthrie,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Will_Guthrie/Dil/Will-Guthrie-OTO-110113,,"Nantes, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0046,1,pending,,pending,pending,
france_0047,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0047.mp3,Free Music Archive,country_filtered,47,278.973333,44100,2,mixed,france,jazz_blues,0,"[9, 4, 37]","[9, 4, 37]",,,,,The Demon Inside Your Head,Dazie Mae,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Dazie_Mae/Songs_Matured_in_Oak/13_-_Dazie_Mae_-_The_Demon_Inside_Your_Head,,Paris,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0047,1,pending,,pending,pending,
france_0048,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0048.mp3,Free Music Archive,country_filtered,48,181.925125,44100,2,mixed,france,soundtrack_classical,0,"[17, 18, 1235]","[17, 18, 1235]",,,,,Free To Use 9,Monplaisir,CC0 1.0 Universal,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Monplaisir/Free_To_Use/Monplaisir_-_Free_To_Use_-_09_Free_To_Use_9,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0048,1,pending,,pending,pending,
france_0049,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0049.mp3,Free Music Archive,country_filtered,49,166.060408,44100,2,mixed,france,instrumental_ambient,0,[1235],[1235],,,,,in a dream,johnny_ripper,Attribution-NonCommercial-ShareAlike 3.0 (Will Not Appear in Vimeo Music Store),Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/johnny_ripper/soundtrack_for_a_film_that_doesnt_exist/johnny_ripper_-_soundtrack_for_a_film_that_doesnt_exist_-_25_in_a_dream_1835,,"Montréal, QC
+
Lille, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0049,1,pending,,pending,pending,
france_0050,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0050.mp3,Free Music Archive,country_filtered,50,206.522857,44100,2,mixed,france,folk_acoustic,0,"[17, 10, 103]","[17, 10, 103]",,,,,Run for your Life,Uniform Motion,Attribution-Noncommercial-Share Alike 3.0 United States,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Uniform_Motion/The_Magic_Empire/Uniform_Motion_-_The_Magic_Empire_-_04_Run_for_your_Life,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0050,1,pending,,pending,pending,
france_0051,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0051.mp3,Free Music Archive,country_filtered,51,211.310227,44100,2,mixed,france,folk_acoustic,0,"[17, 10, 103]","[17, 10, 103]",,,,en,I am of old and young,Delphine Dora,Attribution-NonCommercial-ShareAlike 3.0 International,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Delphine_Dora/Multitudes_Songs_from_Walt_Whitmans_Leaves_of_Grass_1900/06_-_delphine_dora_-_I_am_of_old_and_young,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0051,1,pending,,pending,pending,
france_0052,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0052.mp3,Free Music Archive,country_filtered,52,238.678367,44100,2,mixed,france,modern_song,0,"[10, 76]","[10, 76]",,,,,Pizza Aux Lensois,Benjamin Bret,Attribution-Noncommercial-Share Alike 3.0 United States,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Benjamin_Bret/Bolat/12-Bolate-PizzaAuxLensois-,,paris france,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0052,1,pending,,pending,pending,
france_0053,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0053.mp3,Free Music Archive,country_filtered,53,218.458776,44100,2,mixed,france,folk_acoustic,0,"[17, 103]","[17, 103]",,,,,Le fruit,Anga,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Anga/La_Grande_Lessive/Anga_-_La_Grande_Lessive_-_04_Le_fruit,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0053,1,pending,,pending,pending,
france_0054,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0054.mp3,Free Music Archive,country_filtered,54,218.222381,44100,2,mixed,france,modern_song,0,[10],[10],,,,,Séducteur loser,Le Manque,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Le_Manque/Ratages_et_confettis/Le_Manque_-_Ratages_et_confettis_-_15_Sducteur_loser,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0054,1,pending,,pending,pending,
france_0055,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0055.mp3,Free Music Archive,country_filtered,55,115.693333,44100,2,mixed,france,soundtrack_classical,0,"[3, 443, 5, 567]","[3, 443, 5, 567]",,,,,Let us break bread (Negro Spiritual),Les Petits Chanteurs de Montigny,Attribution-ShareAlike 3.0 International,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Les_Petits_Chanteurs_de_Montigny/Compilation_classique/04_-_Let_us_break_bread_Negro_Spiritual,,"Montigny-lès-Metz, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0055,1,pending,,pending,pending,
france_0056,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0056.mp3,Free Music Archive,country_filtered,56,123.866667,44100,2,mixed,france,modern_song,0,[10],[10],,,,,Le Dilettante,Lonely Kid Quentin Ensemble,Attribution-NonCommercial-ShareAlike,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Lonely_Kid_Quentin_Ensemble/Artiste__vendre/Lonely_Kid_Quentin_Ensemble_-_Artiste_A_Vendre_-_06_Le_Dilettante,,"Royan, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0056,1,pending,,pending,pending,
france_0057,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0057.mp3,Free Music Archive,country_filtered,57,101.863152,44100,1,mixed,france,modern_song,0,"[10, 76]","[10, 76]",,,,,Métal Province,Trotski Nautique,Attribution-NonCommercial,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Trotski_Nautique/Steppe_by_steppe/Trotski_Nautique_-_Steppe_By_Steppe_-_06_Mtal_Province,,"Normandie, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0057,1,pending,,pending,pending,
france_0058,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0058.mp3,Free Music Archive,country_filtered,58,191.780635,44100,2,mixed,france,instrumental_ambient,0,"[107, 1235]","[107, 1235]",,,,en,City lights: 街の灯,Kakitsubata (Sylvie Walder + _),Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Kakitsubata_Sylvie_Walder___/For__/12_City_lightsmp3,,"France
Japan",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0058,1,pending,,pending,pending,
france_0059,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0059.mp3,Free Music Archive,country_filtered,59,464.103946,44100,2,mixed,france,folk_acoustic,0,[17],[17],,,,,Golden slow,Not From This World,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Not_From_This_World/Millky_Way/11_Golden_slow,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0059,1,pending,,pending,pending,
france_0060,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0060.mp3,Free Music Archive,country_filtered,60,178.233469,44100,2,mixed,france,folk_acoustic,0,[17],[17],,,,,Att sakna,Delgarma,Attribution-Noncommercial-Share Alike 2.0 France,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Delgarma/Den_Andra/LCLCB05_-_Delgarma_-_Der_Andra_-_09_-_Att_sakna,,"Lyon, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0060,1,pending,,pending,pending,
france_0061,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0061.mp3,Free Music Archive,country_filtered,61,137.786667,44100,2,mixed,france,modern_song,0,[],[],,,,,Smokey Tape : A1,Placenta Popeye,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Placenta_Popeye/Le_T_De_La_Haine/13_SmokeyTape_A1,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0061,1,pending,,pending,pending,
france_0062,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0062.mp3,Free Music Archive,country_filtered,62,160.755351,44100,2,mixed,france,folk_acoustic,0,[17],[17],,,,,Instrumentale I,Windmill,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Windmill/A_story_of_an_old_woman/08_-_Windmill_-__Instrumentale_I,,"France, normandy",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0062,1,pending,,pending,pending,
france_0063,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0063.mp3,Free Music Archive,country_filtered,63,160.461497,44100,2,mixed,france,folk_acoustic,0,[17],[17],,,,,Softens The Blow,Lonely Faction,Attribution-NonCommercial-ShareAlike 3.0 International,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Lonely_Faction/So_Few_Comfortable_Places/Lonely_Faction_-_So_Few_Comfortable_Places_-_01_Softens_The_Blow,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0063,1,pending,,pending,pending,
france_0064,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0064.mp3,Free Music Archive,country_filtered,64,528.001066,44100,2,mixed,france,instrumental_ambient,0,"[267, 1235]","[267, 1235]",,,,,Transe animale,Pranavibes,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Pranavibes/Explorations/02-Pranavibes___Transe_animale,,"Paris, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0064,1,pending,,pending,pending,
france_0065,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0065.mp3,Free Music Archive,country_filtered,65,211.412018,44100,2,mixed,france,folk_acoustic,0,"[17, 103, 49]","[17, 103, 49]",,,,,Pretty Girls,Melissa Laveaux,Attribution-Noncommercial-No Derivative Works 3.0 United States,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Melissa_Laveaux/Live_on_WFMUs_100_Whatever_with_Mary_Wing_-_December_12_2013/Laveaux_-_Melissa_-_07_-_Pretty_Girls,,"Paris, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0065,1,pending,,pending,pending,
france_0066,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0066.mp3,Free Music Archive,country_filtered,66,260.498095,44100,2,mixed,france,instrumental_ambient,0,"[107, 1235]","[107, 1235]",,,,,Mouvement 5,Post Mortem Photographs,Attribution-NonCommercial-NoDerivs 3.0 France,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Post_Mortem_Photographs/Post_Mortem_Photographs/MDB03_06_Post_Mortem_Photographs_Mouvement_5,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0066,1,pending,,pending,pending,
france_0067,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0067.mp3,Free Music Archive,country_filtered,67,135.464875,44100,2,mixed,france,soundtrack_classical,0,"[442, 5]","[442, 5]",,,,,Camille Saint Saens - Carnaval des animaux - XII Fossiles,Aitua,Attribution-ShareAlike,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Aitua/Carnaval_des_Animaux/Aitua_-_08_Camille_Saint_Saens_-_Carnaval_des_animaux_-_XII_Fossiles,,"Reims, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0067,1,pending,,pending,pending,
france_0068,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0068.mp3,Free Music Archive,country_filtered,68,267.977438,44100,2,mixed,france,unknown,0,"[9, 137, 169]","[9, 137, 169]",,,,en,Rain on my grave,Dallas Kincaid,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Dallas_Kincaid/If_youre_a_heartbreaker_you_got_a_broken_heart/Rain_on_my_grave,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0068,1,pending,,pending,pending,
france_0069,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0069.mp3,Free Music Archive,country_filtered,69,553.306667,44100,2,mixed,france,folk_acoustic,0,"[33, 17, 94]","[33, 17, 94]",,,,en,God Forsaken Town,Koonda Holaa,Attribution-NonCommercial 2.5,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Koonda_Holaa/10_Acres_of_the_Finest_Sand/God_Forsaken_Town,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0069,1,pending,,pending,pending,
france_0070,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0070.mp3,Free Music Archive,country_filtered,70,359.76,44100,2,mixed,france,jazz_blues,0,"[179, 4]","[179, 4]",,,,en,Rythme Gitan,Latché Swing,Attribution-Noncommercial-Share Alike 2.0 France,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Latch_Swing/demo_2008/Rythme_Gitan,,"Rouen, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0070,1,pending,,pending,pending,
france_0071,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0071.mp3,Free Music Archive,country_filtered,71,281.547755,44100,1,mixed,france,jazz_blues,0,[4],[4],,,,,Dewey Square,Hugo 'Droopy' Contini,Attribution-NonCommercial-ShareAlike 3.0 International,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Hugo_Droopy_Contini/Surpriscording/droopy_contini_-_01_-_dewey_square,,"Nancy, Lorraine, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0071,1,pending,,pending,pending,
france_0072,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0072.mp3,Free Music Archive,country_filtered,72,146.687256,44100,2,mixed,france,modern_song,0,"[10, 76]","[10, 76]",,,,,Dites 33,Manuel Duval,Attribution-NonCommercial-ShareAlike 3.0 France,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Manuel_Duval/Manuel_Duval__le_Dr_Samary/Dites_33,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0072,1,pending,,pending,pending,
france_0073,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0073.mp3,Free Music Archive,country_filtered,73,771.332086,44100,2,mixed,france,unknown,0,[],[],,,,,aux pieds de leon trotsky,PEÜR,Attribution-Noncommercial-NoDerivatives 2.0 France,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/PER/litterature/aux_pieds_de_leon_trotsky,,FR,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0073,1,pending,,pending,pending,
france_0074,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0074.mp3,Free Music Archive,country_filtered,74,337.035646,44100,2,mixed,france,unknown,0,"[19, 14]","[19, 14]",,,,,Ayo,Bibi Tanga and the Selenites,Attribution-Noncommercial-No Derivative Works 3.0 United States,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Bibi_Tanga_and_the_Selenites/Live_on_WFMUs_Transpacific_Sound_Paradise_-_August_28_2010/Bibi_Tanga_-_02_-_Ayo,,"Paris, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0074,1,pending,,pending,pending,
france_0075,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0075.mp3,Free Music Archive,country_filtered,75,135.278299,44100,2,mixed,france,modern_song,0,"[10, 76]","[10, 76]",,,,,judy oh,Charlene Darling,Attribution-Noncommercial-Share Alike 3.0 United States,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Charlene_Darling/Finnish_Eyes/04_judy_oh,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0075,1,pending,,pending,pending,
france_0076,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0076.mp3,Free Music Archive,country_filtered,76,245.386803,44100,2,mixed,france,modern_song,0,"[10, 76]","[10, 76]",,,,,Lotus,Chenard Walcker,Attribution-NonCommercial,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Chenard_Walcker/Swingin_Singles/csr044_swingin-singles_side-b_11_chenard-walcker_lotus,,"La Goutte d'Or, Paris, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0076,1,pending,,pending,pending,
france_0077,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0077.mp3,Free Music Archive,country_filtered,77,350.323084,44100,2,mixed,france,jazz_blues,0,[3],[3],,,,,Friedrich & John,Jan Mörgenson,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Jan_Mrgenson/STUDIO/Jan_Mrgenson_-_STUDIO_-_01_Friedrich__John,,"Metz, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0077,1,pending,,pending,pending,
france_0078,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0078.mp3,Free Music Archive,country_filtered,78,250.831565,44100,2,mixed,france,unknown,0,[],[],,,,,dynamique hormonale,Vulvinia & Jambonstar,Attribution-NoDerivatives 3.0 International,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Vulvinia__Jambonstar/Lenfant_Sauvage/PCI07-vulvinia_et_jambonstar-03-dynamique_hormonale_1180,,Marseille (France),v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0078,1,pending,,pending,pending,
france_0079,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0079.mp3,Free Music Archive,country_filtered,79,220.986667,44100,2,mixed,france,jazz_blues,0,"[9, 4, 37]","[9, 4, 37]",,,,,The Dice Man,Dazie Mae,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Dazie_Mae/Songs_Matured_in_Oak/02_-_Dazie_Mae_-_The_Dice_Man,,Paris,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0079,1,pending,,pending,pending,
france_0080,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0080.mp3,Free Music Archive,country_filtered,80,253.0,44100,2,mixed,france,folk_acoustic,0,"[17, 1235]","[17, 1235]",,,,,This is not a rock song,Monplaisir,CC0 1.0 Universal,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Monplaisir/Fifty_seconds_of_rain/Monplaisir_-_Fifty_seconds_of_rain_-_08_This_is_not_a_rock_song,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0080,1,pending,,pending,pending,
france_0081,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0081.mp3,Free Music Archive,country_filtered,81,190.171429,44100,2,mixed,france,instrumental_ambient,0,[1235],[1235],,,,,theme 4,johnny_ripper,Attribution-NonCommercial-ShareAlike 3.0 (Will Not Appear in Vimeo Music Store),Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/johnny_ripper/soundtrack_for_a_film_that_doesnt_exist/johnny_ripper_-_soundtrack_for_a_film_that_doesnt_exist_-_26_theme_4_1887,,"Montréal, QC
+
Lille, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0081,1,pending,,pending,pending,
france_0082,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0082.mp3,Free Music Archive,country_filtered,82,305.600272,44100,2,mixed,france,folk_acoustic,0,"[17, 10, 103]","[17, 10, 103]",,,,,Cannonball,Uniform Motion,Attribution-Noncommercial-Share Alike 3.0 United States,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Uniform_Motion/The_Magic_Empire/Uniform_Motion_-_The_Magic_Empire_-_09_Cannonball,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0082,1,pending,,pending,pending,
france_0083,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0083.mp3,Free Music Archive,country_filtered,83,281.75161,44100,2,mixed,france,folk_acoustic,0,"[17, 10, 103]","[17, 10, 103]",,,,en,To think of time,Delphine Dora,Attribution-NonCommercial-ShareAlike 3.0 International,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Delphine_Dora/Multitudes_Songs_from_Walt_Whitmans_Leaves_of_Grass_1900/14_-_delphine_dora_-_To_think_of_time,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0083,1,pending,,pending,pending,
france_0084,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0084.mp3,Free Music Archive,country_filtered,84,348.695442,44100,2,mixed,france,modern_song,0,"[10, 76]","[10, 76]",,,,,Lounge Light,Benjamin Bret,Attribution-Noncommercial-Share Alike 3.0 United States,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Benjamin_Bret/Bolat/13-Bolate-LoungeLight-,,paris france,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0084,1,pending,,pending,pending,
france_0085,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0085.mp3,Free Music Archive,country_filtered,85,274.929705,44100,2,mixed,france,folk_acoustic,0,"[17, 103]","[17, 103]",,,,,Le diable,Anga,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Anga/La_Grande_Lessive/Anga_-_La_Grande_Lessive_-_08_Le_diable,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0085,1,pending,,pending,pending,
france_0086,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0086.mp3,Free Music Archive,country_filtered,86,824.411905,44100,2,mixed,france,modern_song,0,[10],[10],,,,,L'amour & ...,Le Manque,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Le_Manque/Ratages_et_confettis/Le_Manque_-_Ratages_et_confettis_-_16_Lamour__,,France,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0086,1,pending,,pending,pending,
france_0087,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0087.mp3,Free Music Archive,country_filtered,87,150.733333,44100,2,mixed,france,soundtrack_classical,0,"[443, 5]","[443, 5]",,,,,Nocturnes (W.A. Mozart),Les Petits Chanteurs de Montigny,Attribution-ShareAlike 3.0 International,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Les_Petits_Chanteurs_de_Montigny/Compilation_classique/09_-_Nocturnes_WA_Mozart,,"Montigny-lès-Metz, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0087,1,pending,,pending,pending,
france_0088,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0088.mp3,Free Music Archive,country_filtered,88,109.0,44100,2,mixed,france,modern_song,0,[10],[10],,,,,Le Cinéaste,Lonely Kid Quentin Ensemble,Attribution-NonCommercial-ShareAlike,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Lonely_Kid_Quentin_Ensemble/Artiste__vendre/Lonely_Kid_Quentin_Ensemble_-_Artiste_A_Vendre_-_04_Le_Cinaste,,"Royan, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0088,1,pending,,pending,pending,
france_0089,france,E:\Desktop\Echo\storage\public\research_dataset_v3\france\audio\france_0089.mp3,Free Music Archive,country_filtered,89,86.933288,44100,1,mixed,france,modern_song,0,"[10, 76]","[10, 76]",,,,,Concerts,Trotski Nautique,Attribution-NonCommercial,Direct fileUrl scraped from public FMA track page.,http://freemusicarchive.org/music/Trotski_Nautique/Steppe_by_steppe/Trotski_Nautique_-_Steppe_By_Steppe_-_01_Concerts,,"Normandie, France",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,france_0089,1,pending,,pending,pending,
