track_id,culture,audio_path,source_dataset,source_split,source_index,label,title,rights,source_url
2023846_medienarchiv_web_detailansicht_id_179447,germany,audio\2023846_medienarchiv_web_detailansicht_id_179447.mp3,europeana_search,search,1915,,"Es kann ja nicht immer so bleiben; Handschriftliches Liederbuch Nr. 22 I - Lieder, gesungen von Christine u. Katharina Epping, Südlohn",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179447?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179437,germany,audio\2023846_medienarchiv_web_detailansicht_id_179437.mp3,europeana_search,search,1922,,"Closer my God to you; handwritten songbook No. 22 I - songs sung by Christine u. Katharina Epping, Südlohn",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179437?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179430,germany,audio\2023846_medienarchiv_web_detailansicht_id_179430.mp3,europeana_search,search,1927,,"St. Vitus, another boy; handwritten songbook No. 22 I - songs sung by Christine u. Katharina Epping, Südlohn",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179430?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179428,germany,audio\2023846_medienarchiv_web_detailansicht_id_179428.mp3,europeana_search,search,1929,,"Wo findet die Seele die Heimat, die Ruh; Handschriftliches Liederbuch Nr. 22 I - Lieder, gesungen von Christine u. Katharina Epping, Südlohn",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179428?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179426,germany,audio\2023846_medienarchiv_web_detailansicht_id_179426.mp3,europeana_search,search,1931,,"Heart of the only blemishes; songs sung by Christine u. Katharina Epping, Südlohn",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179426?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179404,germany,audio\2023846_medienarchiv_web_detailansicht_id_179404.mp3,europeana_search,search,1946,,"See the body, given away; handwritten songbook No. 22 I - songs sung by Christine u. Katharina Epping, SüdS.",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179404?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179405,germany,audio\2023846_medienarchiv_web_detailansicht_id_179405.mp3,europeana_search,search,1947,,"God is love; handwritten songbook No. 22 I - songs sung by Christine u. Katharina Epping, Südlohn",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179405?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179379,germany,audio\2023846_medienarchiv_web_detailansicht_id_179379.mp3,europeana_search,search,1965,,"Sei, heiliges Kreuz, gegrüßet; Handschriftliches Liederbuch Nr. 22 I - Lieder, gesungen von Christine u. Katharina Epping, Südlohn",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179379?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179376,germany,audio\2023846_medienarchiv_web_detailansicht_id_179376.mp3,europeana_search,search,1966,,"Maria, Marienkönigin; Handschriftliches Liederbuch Nr. 22 Lieder, gesungen von Christine u. Katharina Epping, Südlohn",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179376?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179375,germany,audio\2023846_medienarchiv_web_detailansicht_id_179375.mp3,europeana_search,search,1967,,"A lot of your scabbard has arrived; handwritten songbook No. 22 I - songs sung by Christine u. Katharina Epping, SüdViel.",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179375?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179366,germany,audio\2023846_medienarchiv_web_detailansicht_id_179366.mp3,europeana_search,search,1974,,"Über den Sternen, da wird es einst tagen; Handschriftliches Liederbuch Nr. 22 I - Lieder, gesungen von Christine u. Katharina Epping, Südlohn, Lied Nr. 91",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179366?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179367,germany,audio\2023846_medienarchiv_web_detailansicht_id_179367.mp3,europeana_search,search,1975,,"Maria, sieh, wir weihen die Herzen dir alleine; Handschriftliches Liederbuch Nr. 22 I - Lieder, gesungen von Christine u. Katharina Epping, Südlohn",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179367?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179350,germany,audio\2023846_medienarchiv_web_detailansicht_id_179350.mp3,europeana_search,search,1985,,“Pingsteblom” [Pingsteblom] in the building estate of Lasbeck near Havixbeck; “Pingsteblom” in the building estate of Lasbeck near Havixbeck,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179350?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179349,germany,audio\2023846_medienarchiv_web_detailansicht_id_179349.mp3,europeana_search,search,1986,,“Pingsterbrut” in Havixbeck; “Pingsterbrut” in Havixbeck,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179349?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179331,germany,audio\2023846_medienarchiv_web_detailansicht_id_179331.mp3,europeana_search,search,1998,,Father Abraham hett “n Kalf schlacht” t; recording at the closing evening of the 19th choir and instrumental week of the work community Song and music in the diocese of Münster,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179331?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_179328,germany,audio\2023846_medienarchiv_web_detailansicht_id_179328.mp3,europeana_search,search,2001,,Aufnahme beim Abschlußabend der 19. Chor- u. Instrumentalwoche der werkgemeinschaft Lied und Musik im Bistum Münster; Aufnahme beim Abschlußabend der 19. Chor- u. Instrumentalwoche der werkgemeinschaft Lied und Musik im Bistum Münster,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_179328?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178910,germany,audio\2023846_medienarchiv_web_detailansicht_id_178910.mp3,europeana_search,search,2179,,"Ruhr song; “Ruhrlied,” sung by Josef Veit",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178910?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178909,germany,audio\2023846_medienarchiv_web_detailansicht_id_178909.mp3,europeana_search,search,2180,,Maiabendfest in Bochum; Maiabendfest in Bochum,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178909?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178905,germany,audio\2023846_medienarchiv_web_detailansicht_id_178905.mp3,europeana_search,search,2182,,"When I ask the Wandrer; Songs, sung by Johannes Wilhelms, Natzes",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178905?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178846,germany,audio\2023846_medienarchiv_web_detailansicht_id_178846.mp3,europeana_search,search,2183,,"Es stehn zwei Freunde Hand in Hand; Lieder, gesungen von Johannes Wilhelms, Natzungen",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178846?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178842,germany,audio\2023846_medienarchiv_web_detailansicht_id_178842.mp3,europeana_search,search,2184,,"The Tears; Songs sung by Johannes Wilhelms, Natzes",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178842?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178841,germany,audio\2023846_medienarchiv_web_detailansicht_id_178841.mp3,europeana_search,search,2185,,"I’ve never cried; songs sung by Johannes Wilhelms, Natzungen",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178841?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178840,germany,audio\2023846_medienarchiv_web_detailansicht_id_178840.mp3,europeana_search,search,2186,,"Es war einmal ein achtzehnjähriges Mädchen; Lieder, gesungen von Johannes Wilhelms, Natzungen",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178840?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178837,germany,audio\2023846_medienarchiv_web_detailansicht_id_178837.mp3,europeana_search,search,2187,,"Es spielte ein Mädchen am Rädchen; Lieder, gesungen von Johannes Wilhelms, Natzungen",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178837?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178810,germany,audio\2023846_medienarchiv_web_detailansicht_id_178810.mp3,europeana_search,search,2188,,"Ja deiner vergeß ich ja nimmer; Lieder, gesungen von Johannes Wilhelms, Natzungen",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178810?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178467,germany,audio\2023846_medienarchiv_web_detailansicht_id_178467.mp3,europeana_search,search,2354,,"Where the cliffs rise at the sea; songs sung by Johannes Wilhelms, Natzungen",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178467?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178464,germany,audio\2023846_medienarchiv_web_detailansicht_id_178464.mp3,europeana_search,search,2356,,"Treueste, du brachst den Schwur der Treue; Lieder, gesungen von Johannes Wilhelms, Natzungen",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178464?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178435,germany,audio\2023846_medienarchiv_web_detailansicht_id_178435.mp3,europeana_search,search,2364,,"Brothers, hears the history of murder; songs sung by Johannes Wilhelms, Natzungen",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178435?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178428,germany,audio\2023846_medienarchiv_web_detailansicht_id_178428.mp3,europeana_search,search,2367,,"Ich lebte einst im deutschen Vaterlande; Lieder, gesungen von Johannes Wilhelms, Natzungen",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178428?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178421,germany,audio\2023846_medienarchiv_web_detailansicht_id_178421.mp3,europeana_search,search,2369,,"Wo findet die Seele die Heimat; Lieder, gesungen von Johannes Wilhelms, Natzungen",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178421?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178424,germany,audio\2023846_medienarchiv_web_detailansicht_id_178424.mp3,europeana_search,search,2370,,"I’d like to be so fond at home; songs sung by Johannes Wilhelms, Natzes",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178424?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178402,germany,audio\2023846_medienarchiv_web_detailansicht_id_178402.mp3,europeana_search,search,2376,,"At the place where my cradle stood; songs sung by Johannes Wilhelms, Natzungen",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178402?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178380,germany,audio\2023846_medienarchiv_web_detailansicht_id_178380.mp3,europeana_search,search,2388,,Im Schweizertal geboren; Brauchbeschreibungen und Lieder von W. Arndts,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178380?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178376,germany,audio\2023846_medienarchiv_web_detailansicht_id_178376.mp3,europeana_search,search,2390,,Zieh hinaus beim Morgengraun; Brauchbeschreibungen und Lieder von W. Arndts,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178376?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178367,germany,audio\2023846_medienarchiv_web_detailansicht_id_178367.mp3,europeana_search,search,2395,,"Schatz ach Schatz, reise nicht so weit; Brauchbeschreibungen und Lieder von W. Arndts",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178367?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178362,germany,audio\2023846_medienarchiv_web_detailansicht_id_178362.mp3,europeana_search,search,2399,,"Today I divorce, tomorrow I wander; custom descriptions and songs by W. Arndt.",http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178362?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178343,germany,audio\2023846_medienarchiv_web_detailansicht_id_178343.mp3,europeana_search,search,2409,,Ich liebte einst ein Mädchen; Brauchbeschreibungen und Lieder von W. Arndts,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178343?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178281,germany,audio\2023846_medienarchiv_web_detailansicht_id_178281.mp3,europeana_search,search,2429,,In des Gartens dunkler Laube; Brauchbeschreibungen und Lieder von W. Arndts,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178281?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178264,germany,audio\2023846_medienarchiv_web_detailansicht_id_178264.mp3,europeana_search,search,2435,,On the Saale cool beach; custom descriptions and songs by W. Arndt,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178264?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178255,germany,audio\2023846_medienarchiv_web_detailansicht_id_178255.mp3,europeana_search,search,2438,,Das war im Böhmerwald; Brauchbeschreibungen und Lieder von W. Arndts,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178255?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178250,germany,audio\2023846_medienarchiv_web_detailansicht_id_178250.mp3,europeana_search,search,2439,,Annemariejännken; Brauchbeschreibungen und Lieder von W. Arndts,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178250?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178246,germany,audio\2023846_medienarchiv_web_detailansicht_id_178246.mp3,europeana_search,search,2441,,Ach Moder ich will en Ding hem; Brauchbeschreibungen und Lieder von W. Arndts,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178246?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178226,germany,audio\2023846_medienarchiv_web_detailansicht_id_178226.mp3,europeana_search,search,2449,,As Burlala geboren was; Brauchbeschreibungen und Lieder von W. Arndts,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178226?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178212,germany,audio\2023846_medienarchiv_web_detailansicht_id_178212.mp3,europeana_search,search,2453,,Greitken kumm maol an dat Finster; Brauchbeschreibungen und Lieder von W. Arndts,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178212?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178208,germany,audio\2023846_medienarchiv_web_detailansicht_id_178208.mp3,europeana_search,search,2455,,Oben im Duorpe; Brauchbeschreibungen und Lieder von W. Arndts,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178208?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178206,germany,audio\2023846_medienarchiv_web_detailansicht_id_178206.mp3,europeana_search,search,2456,,Da oben auf dem Kirchhof; Brauchbeschreibungen und Lieder von W. Arndts,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178206?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178204,germany,audio\2023846_medienarchiv_web_detailansicht_id_178204.mp3,europeana_search,search,2457,,Eier - Heischelied zum 2. Ostertag; Brauchbeschreibungen und Lieder von W. Arndts,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178204?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178192,germany,audio\2023846_medienarchiv_web_detailansicht_id_178192.mp3,europeana_search,search,2458,,Michaelis - Singen in Sassenberg; Michaelis - Singen in Sassenberg,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178192?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178148,germany,audio\2023846_medienarchiv_web_detailansicht_id_178148.mp3,europeana_search,search,2459,,Music at the shooting festival of “Mauritz-Erpho”; music at the shooting festival of “Mauritz-Erpho”,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178148?utm_source=api&utm_medium=api&utm_campaign=api2demo
2023846_medienarchiv_web_detailansicht_id_178143,germany,audio\2023846_medienarchiv_web_detailansicht_id_178143.mp3,europeana_search,search,2462,,Ich hatt´ einen Kameraden; Musik beim Schützenfest der Schützenbruderschaft St. Lamberti - Josef,http://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.europeana.eu/item/2023846/medienarchiv_web_detailansicht_id_178143?utm_source=api&utm_medium=api&utm_campaign=api2demo
