track_id,culture,audio_path,source_dataset,source_split,source_index,label,cname,pinyin
ccmusic-database_CTIS_00000168,china,audio/ccmusic-database_CTIS_00000168.wav,ccmusic-database/CTIS,train,168,C0124,大吹,da4_chui1
ccmusic-database_CTIS_00000169,china,audio/ccmusic-database_CTIS_00000169.wav,ccmusic-database/CTIS,train,169,T0317,独弦琴,du2_xian2_qin2
ccmusic-database_CTIS_00000170,china,audio/ccmusic-database_CTIS_00000170.wav,ccmusic-database/CTIS,train,170,L0156,工胡,gong1_hu2
ccmusic-database_CTIS_00000171,china,audio/ccmusic-database_CTIS_00000171.wav,ccmusic-database/CTIS,train,171,C0281,G调新笛,xin1_di2_in_G
ccmusic-database_CTIS_00000172,china,audio/ccmusic-database_CTIS_00000172.wav,ccmusic-database/CTIS,train,172,C0283,埙,xun1
ccmusic-database_CTIS_00000173,china,audio/ccmusic-database_CTIS_00000173.wav,ccmusic-database/CTIS,train,173,L0239,高音板胡,Treble_ban3_hu2
ccmusic-database_CTIS_00000174,china,audio/ccmusic-database_CTIS_00000174.wav,ccmusic-database/CTIS,train,174,C0237,G调梆笛,bang1_di2_in_G
ccmusic-database_CTIS_00000175,china,audio/ccmusic-database_CTIS_00000175.wav,ccmusic-database/CTIS,train,175,T0300,澜沧小三弦,lan2_cang1_xiao3_san1_xian2
ccmusic-database_CTIS_00000176,china,audio/ccmusic-database_CTIS_00000176.wav,ccmusic-database/CTIS,train,176,L0055,牛腿琴,niu2_tui3_qin2
ccmusic-database_CTIS_00000177,china,audio/ccmusic-database_CTIS_00000177.wav,ccmusic-database/CTIS,train,177,T0261,柳琴,liu3_qin2
ccmusic-database_CTIS_00000178,china,audio/ccmusic-database_CTIS_00000178.wav,ccmusic-database/CTIS,train,178,T0295,南音三弦,nan2_yin1_san1_xian2
ccmusic-database_CTIS_00000179,china,audio/ccmusic-database_CTIS_00000179.wav,ccmusic-database/CTIS,train,179,C0280,A调曲笛,qu3_di2_in_A
ccmusic-database_CTIS_00000180,china,audio/ccmusic-database_CTIS_00000180.wav,ccmusic-database/CTIS,train,180,L0266,二胡,er4_hu2
ccmusic-database_CTIS_00000181,china,audio/ccmusic-database_CTIS_00000181.wav,ccmusic-database/CTIS,train,181,C0093,中音横笛,Alto_heng2_di2
ccmusic-database_CTIS_00000182,china,audio/ccmusic-database_CTIS_00000182.wav,ccmusic-database/CTIS,train,182,T0300,澜沧小三弦,lan2_cang1_xiao3_san1_xian2
ccmusic-database_CTIS_00000183,china,audio/ccmusic-database_CTIS_00000183.wav,ccmusic-database/CTIS,train,183,D0252,五音排鼓,wu3_yin1_pai2_gu3
ccmusic-database_CTIS_00000184,china,audio/ccmusic-database_CTIS_00000184.wav,ccmusic-database/CTIS,train,184,D0185,宜春三星鼓单铛,yi2_chun1_san1_xing1_gu3_dan1_ding1
ccmusic-database_CTIS_00000185,china,audio/ccmusic-database_CTIS_00000185.wav,ccmusic-database/CTIS,train,185,C0281,G调新笛,xin1_di2_in_G
ccmusic-database_CTIS_00000186,china,audio/ccmusic-database_CTIS_00000186.wav,ccmusic-database/CTIS,train,186,T0254,箜篌,kong1_hou2
ccmusic-database_CTIS_00000187,china,audio/ccmusic-database_CTIS_00000187.wav,ccmusic-database/CTIS,train,187,L0085,奚琴(改良),xi1_qin2_(reformed)
ccmusic-database_CTIS_00000188,china,audio/ccmusic-database_CTIS_00000188.wav,ccmusic-database/CTIS,train,188,D0179,宜春三星鼓福鼓老鼓,yi2_chun1_san1_xing1_gu3_fu2_gu3_(traditional)
ccmusic-database_CTIS_00000189,china,audio/ccmusic-database_CTIS_00000189.wav,ccmusic-database/CTIS,train,189,T0238,大阮,da4_ruan3
ccmusic-database_CTIS_00000190,china,audio/ccmusic-database_CTIS_00000190.wav,ccmusic-database/CTIS,train,190,L0122,壳仔弦,ke2_zai3_xian2
ccmusic-database_CTIS_00000191,china,audio/ccmusic-database_CTIS_00000191.wav,ccmusic-database/CTIS,train,191,L0239,高音板胡,Treble_ban3_hu2
ccmusic-database_CTIS_00000192,china,audio/ccmusic-database_CTIS_00000192.wav,ccmusic-database/CTIS,train,192,D0146,四宝,si4_bao3
ccmusic-database_CTIS_00000193,china,audio/ccmusic-database_CTIS_00000193.wav,ccmusic-database/CTIS,train,193,L0165,高腔赣胡,gao1_qiang1_gan4_hu2
ccmusic-database_CTIS_00000194,china,audio/ccmusic-database_CTIS_00000194.wav,ccmusic-database/CTIS,train,194,C0090,大笒,da4_cen2
ccmusic-database_CTIS_00000195,china,audio/ccmusic-database_CTIS_00000195.wav,ccmusic-database/CTIS,train,195,L0044,锡剧主胡,xi1_ju4_zhu3_hu2
ccmusic-database_CTIS_00000196,china,audio/ccmusic-database_CTIS_00000196.wav,ccmusic-database/CTIS,train,196,L0162,襄阳专用胡琴,xiang1_yang2_zhuan1_yong4_hu2_qin2
ccmusic-database_CTIS_00000197,china,audio/ccmusic-database_CTIS_00000197.wav,ccmusic-database/CTIS,train,197,C0243,高音键笙,Treble_jian4_sheng1
ccmusic-database_CTIS_00000198,china,audio/ccmusic-database_CTIS_00000198.wav,ccmusic-database/CTIS,train,198,L0297,中胡,zhong1_hu2
ccmusic-database_CTIS_00000199,china,audio/ccmusic-database_CTIS_00000199.wav,ccmusic-database/CTIS,train,199,L0075,晋剧晋胡,jin4_ju4_jin4_hu2
ccmusic-database_CTIS_00000200,china,audio/ccmusic-database_CTIS_00000200.wav,ccmusic-database/CTIS,train,200,C0114,尖子号2,jian1_zi3_hao4_2
ccmusic-database_CTIS_00000201,china,audio/ccmusic-database_CTIS_00000201.wav,ccmusic-database/CTIS,train,201,L0076,壮剧土胡2,zhuang4_ju4_tu3_hu2_2
ccmusic-database_CTIS_00000202,china,audio/ccmusic-database_CTIS_00000202.wav,ccmusic-database/CTIS,train,202,L0155,伬胡,chi4_hu2
ccmusic-database_CTIS_00000203,china,audio/ccmusic-database_CTIS_00000203.wav,ccmusic-database/CTIS,train,203,L0266,二胡,er4_hu2
ccmusic-database_CTIS_00000204,china,audio/ccmusic-database_CTIS_00000204.wav,ccmusic-database/CTIS,train,204,C0123,南嗳仔,nan2_ai1_zai3
ccmusic-database_CTIS_00000205,china,audio/ccmusic-database_CTIS_00000205.wav,ccmusic-database/CTIS,train,205,L0053,广西彩调主胡,guang3_xi1_cai3_diao4_zhu3_hu2
ccmusic-database_CTIS_00000206,china,audio/ccmusic-database_CTIS_00000206.wav,ccmusic-database/CTIS,train,206,L0056,壮剧马骨胡D调,zhuang4_ju4_ma3_gu3_hu2_in_D
ccmusic-database_CTIS_00000207,china,audio/ccmusic-database_CTIS_00000207.wav,ccmusic-database/CTIS,train,207,T0320,民间热瓦普,folk_re4_wa3_pu3
ccmusic-database_CTIS_00000208,china,audio/ccmusic-database_CTIS_00000208.wav,ccmusic-database/CTIS,train,208,L0077,晋剧二股弦,jin4_ju4_er4_gu3_xian2
ccmusic-database_CTIS_00000209,china,audio/ccmusic-database_CTIS_00000209.wav,ccmusic-database/CTIS,train,209,C0316,侗巴,dong4_ba1
ccmusic-database_CTIS_00000210,china,audio/ccmusic-database_CTIS_00000210.wav,ccmusic-database/CTIS,train,210,D0290,大镲,da4_chao3
ccmusic-database_CTIS_00000211,china,audio/ccmusic-database_CTIS_00000211.wav,ccmusic-database/CTIS,train,211,C0306,拉祜族葫芦笙,la1_hu2_zu2_hu2_lu2_sheng1
ccmusic-database_CTIS_00000212,china,audio/ccmusic-database_CTIS_00000212.wav,ccmusic-database/CTIS,train,212,C0098,低音筚篥,Bass_bi4_li
ccmusic-database_CTIS_00000213,china,audio/ccmusic-database_CTIS_00000213.wav,ccmusic-database/CTIS,train,213,L0297,中胡,zhong1_hu2
ccmusic-database_CTIS_00000214,china,audio/ccmusic-database_CTIS_00000214.wav,ccmusic-database/CTIS,train,214,T0300,澜沧小三弦,lan2_cang1_xiao3_san1_xian2
ccmusic-database_CTIS_00000215,china,audio/ccmusic-database_CTIS_00000215.wav,ccmusic-database/CTIS,train,215,L0167,黔胡,qian2_hu2
ccmusic-database_CTIS_00000216,china,audio/ccmusic-database_CTIS_00000216.wav,ccmusic-database/CTIS,train,216,D0147,响盏2,xiang3_zhan3_2
ccmusic-database_CTIS_00000217,china,audio/ccmusic-database_CTIS_00000217.wav,ccmusic-database/CTIS,train,217,L0074,壮剧土胡,zhuang4_ju4_tu3_hu2
ccmusic-database_CTIS_00000218,china,audio/ccmusic-database_CTIS_00000218.wav,ccmusic-database/CTIS,train,218,T0300,澜沧小三弦,lan2_cang1_xiao3_san1_xian2
ccmusic-database_CTIS_00000219,china,audio/ccmusic-database_CTIS_00000219.wav,ccmusic-database/CTIS,train,219,C0244,传统笙,traditional_sheng1
ccmusic-database_CTIS_00000220,china,audio/ccmusic-database_CTIS_00000220.wav,ccmusic-database/CTIS,train,220,T0081,玄琴,xuan2_qin2
ccmusic-database_CTIS_00000221,china,audio/ccmusic-database_CTIS_00000221.wav,ccmusic-database/CTIS,train,221,C0100,短箫(传统),duan3_xiao1_(traditional)
ccmusic-database_CTIS_00000222,china,audio/ccmusic-database_CTIS_00000222.wav,ccmusic-database/CTIS,train,222,L0155,伬胡,chi4_hu2
ccmusic-database_CTIS_00000223,china,audio/ccmusic-database_CTIS_00000223.wav,ccmusic-database/CTIS,train,223,C0113,尖子号,jian1_zi3_hao4
ccmusic-database_CTIS_00000224,china,audio/ccmusic-database_CTIS_00000224.wav,ccmusic-database/CTIS,train,224,L0151,四弦,si4_xian2
ccmusic-database_CTIS_00000225,china,audio/ccmusic-database_CTIS_00000225.wav,ccmusic-database/CTIS,train,225,L0162,襄阳专用胡琴,xiang1_yang2_zhuan1_yong4_hu2_qin2
ccmusic-database_CTIS_00000226,china,audio/ccmusic-database_CTIS_00000226.wav,ccmusic-database/CTIS,train,226,T0260,中阮,zhong1_ruan3
ccmusic-database_CTIS_00000227,china,audio/ccmusic-database_CTIS_00000227.wav,ccmusic-database/CTIS,train,227,T0078,四股弦,si4_gu3_xian2
ccmusic-database_CTIS_00000228,china,audio/ccmusic-database_CTIS_00000228.wav,ccmusic-database/CTIS,train,228,T0267,扬琴4,yang2_qin2_4
ccmusic-database_CTIS_00000229,china,audio/ccmusic-database_CTIS_00000229.wav,ccmusic-database/CTIS,train,229,L0047,扬剧主胡(小西皮),yang2_ju4_zhu3_hu2_(xiao3_xi1_pi2)
ccmusic-database_CTIS_00000230,china,audio/ccmusic-database_CTIS_00000230.wav,ccmusic-database/CTIS,train,230,C0091,高音横笛,Treble_heng2_di2
ccmusic-database_CTIS_00000231,china,audio/ccmusic-database_CTIS_00000231.wav,ccmusic-database/CTIS,train,231,L0157,大胡,da4_hu2
ccmusic-database_CTIS_00000232,china,audio/ccmusic-database_CTIS_00000232.wav,ccmusic-database/CTIS,train,232,C0311,俄比,e2_bi3
ccmusic-database_CTIS_00000233,china,audio/ccmusic-database_CTIS_00000233.wav,ccmusic-database/CTIS,train,233,L0085,奚琴(改良),xi1_qin2_(reformed)
ccmusic-database_CTIS_00000234,china,audio/ccmusic-database_CTIS_00000234.wav,ccmusic-database/CTIS,train,234,C0100,短箫(传统),duan3_xiao1_(traditional)
ccmusic-database_CTIS_00000235,china,audio/ccmusic-database_CTIS_00000235.wav,ccmusic-database/CTIS,train,235,T0116,八角月琴,ba1_jiao3_yue4_qin2
ccmusic-database_CTIS_00000236,china,audio/ccmusic-database_CTIS_00000236.wav,ccmusic-database/CTIS,train,236,L0080,吕剧坠琴,lv3_ju4_zhui4_qin2
ccmusic-database_CTIS_00000237,china,audio/ccmusic-database_CTIS_00000237.wav,ccmusic-database/CTIS,train,237,C0097,中音筚篥,Alto_bi4_li
ccmusic-database_CTIS_00000238,china,audio/ccmusic-database_CTIS_00000238.wav,ccmusic-database/CTIS,train,238,L0166,高腔赣胡第2代,gao1_qiang1_gan4_hu2_2nd_generation
ccmusic-database_CTIS_00000239,china,audio/ccmusic-database_CTIS_00000239.wav,ccmusic-database/CTIS,train,239,T0267,扬琴4,yang2_qin2_4
ccmusic-database_CTIS_00000240,china,audio/ccmusic-database_CTIS_00000240.wav,ccmusic-database/CTIS,train,240,C0237,G调梆笛,bang1_di2_in_G
ccmusic-database_CTIS_00000241,china,audio/ccmusic-database_CTIS_00000241.wav,ccmusic-database/CTIS,train,241,L0121,六角弦,liu4_jiao3_xian2
ccmusic-database_CTIS_00000242,china,audio/ccmusic-database_CTIS_00000242.wav,ccmusic-database/CTIS,train,242,C0296,唢呐2,suo3_na_2
ccmusic-database_CTIS_00000243,china,audio/ccmusic-database_CTIS_00000243.wav,ccmusic-database/CTIS,train,243,C0114,尖子号2,jian1_zi3_hao4_2
ccmusic-database_CTIS_00000244,china,audio/ccmusic-database_CTIS_00000244.wav,ccmusic-database/CTIS,train,244,L0151,四弦,si4_xian2
ccmusic-database_CTIS_00000245,china,audio/ccmusic-database_CTIS_00000245.wav,ccmusic-database/CTIS,train,245,D0070,包锣,bao1_luo2
ccmusic-database_CTIS_00000246,china,audio/ccmusic-database_CTIS_00000246.wav,ccmusic-database/CTIS,train,246,C0308,吐良,tu3_liang2
ccmusic-database_CTIS_00000247,china,audio/ccmusic-database_CTIS_00000247.wav,ccmusic-database/CTIS,train,247,C0100,短箫(传统),duan3_xiao1_(traditional)
ccmusic-database_CTIS_00000248,china,audio/ccmusic-database_CTIS_00000248.wav,ccmusic-database/CTIS,train,248,D0298,编铓,bian1_zhang1
ccmusic-database_CTIS_00000249,china,audio/ccmusic-database_CTIS_00000249.wav,ccmusic-database/CTIS,train,249,T0159,双清,shuang1_qing1
